Features: 16,,,,,,,,,,
Target Class: swaptions,TP,FP,FN,TN,ACC (%),Noise Percantages,Upsampling,,100,238
"Nu: 0.99, Gamma: 0.1",0,3,0,44,93.61702128,0,40,,,
"Nu: 0.99, Gamma: 0.2",0,3,0,44,93.61702128,0,40,,,
"Nu: 0.99, Gamma: 0.5",1,2,0,44,95.74468085,0,40,,,
"Nu: 0.99, Gamma: 0.7",1,2,0,44,95.74468085,0,40,,,
"Nu: 0.99, Gamma: 0.9",1,2,0,44,95.74468085,0,40,,,
"Nu: 0.99, Gamma: 0.99",1,2,0,44,95.74468085,0,40,,,
,,,,,,,,,,
Features: 16,,,,,,,,,,
Target Class: swaptions,TP,FP,FN,TN,ACC (%),Noise Percantages,Upsampling,,,
"Nu: 0.0001, Gamma: 0.0001",0,5,0,29,85.29411765,10,40,,,
"Nu: 0.0001, Gamma: 0.0002",0,5,0,29,85.29411765,10,40,,,
"Nu: 0.0001, Gamma: 0.0003",0,5,0,29,85.29411765,10,40,,,
"Nu: 0.0001, Gamma: 0.0004",0,5,0,29,85.29411765,10,40,,,
"Nu: 0.0001, Gamma: 0.005",4,1,28,1,14.70588235,10,40,,,
"Nu: 0.0001, Gamma: 0.05",5,0,27,2,20.58823529,10,40,,,
"Nu: 0.0001, Gamma: 0.0625",5,0,27,2,20.58823529,10,40,,,
"Nu: 0.0001, Gamma: 0.1",5,0,27,2,20.58823529,10,40,,,
"Nu: 0.0001, Gamma: 0.2",5,0,26,3,23.52941176,10,40,,,
"Nu: 0.0001, Gamma: 0.5",4,1,18,11,44.11764706,10,40,,,
"Nu: 0.0001, Gamma: 0.7",4,1,15,14,52.94117647,10,40,,,
"Nu: 0.0001, Gamma: 0.9",4,1,14,15,55.88235294,10,40,,,
"Nu: 0.0001, Gamma: 0.99",4,1,15,14,52.94117647,10,40,,,
"Nu: 0.0002, Gamma: 0.0001",0,5,0,29,85.29411765,10,40,,,
"Nu: 0.0002, Gamma: 0.0002",0,5,0,29,85.29411765,10,40,,,
"Nu: 0.0002, Gamma: 0.0003",4,1,28,1,14.70588235,10,40,,,
"Nu: 0.0002, Gamma: 0.0004",4,1,28,1,14.70588235,10,40,,,
"Nu: 0.0002, Gamma: 0.005",4,1,28,1,14.70588235,10,40,,,
"Nu: 0.0002, Gamma: 0.05",5,0,26,3,23.52941176,10,40,,,
"Nu: 0.0002, Gamma: 0.0625",5,0,27,2,20.58823529,10,40,,,
"Nu: 0.0002, Gamma: 0.1",5,0,27,2,20.58823529,10,40,,,
"Nu: 0.0002, Gamma: 0.2",5,0,25,4,26.47058824,10,40,,,
"Nu: 0.0002, Gamma: 0.5",4,1,18,11,44.11764706,10,40,,,
"Nu: 0.0002, Gamma: 0.7",4,1,16,13,50,10,40,,,
"Nu: 0.0002, Gamma: 0.9",4,1,14,15,55.88235294,10,40,,,
"Nu: 0.0002, Gamma: 0.99",4,1,14,15,55.88235294,10,40,,,
"Nu: 0.0003, Gamma: 0.0001",0,5,0,29,85.29411765,10,40,,,
"Nu: 0.0003, Gamma: 0.0002",4,1,28,1,14.70588235,10,40,,,
"Nu: 0.0003, Gamma: 0.0003",4,1,28,1,14.70588235,10,40,,,
"Nu: 0.0003, Gamma: 0.0004",4,1,28,1,14.70588235,10,40,,,
"Nu: 0.0003, Gamma: 0.005",4,1,28,1,14.70588235,10,40,,,
"Nu: 0.0003, Gamma: 0.05",5,0,26,3,23.52941176,10,40,,,
"Nu: 0.0003, Gamma: 0.0625",5,0,27,2,20.58823529,10,40,,,
"Nu: 0.0003, Gamma: 0.1",5,0,27,2,20.58823529,10,40,,,
"Nu: 0.0003, Gamma: 0.2",5,0,25,4,26.47058824,10,40,,,
"Nu: 0.0003, Gamma: 0.5",4,1,18,11,44.11764706,10,40,,,
"Nu: 0.0003, Gamma: 0.7",4,1,17,12,47.05882353,10,40,,,
"Nu: 0.0003, Gamma: 0.9",4,1,14,15,55.88235294,10,40,,,
"Nu: 0.0003, Gamma: 0.99",4,1,14,15,55.88235294,10,40,,,
"Nu: 0.0004, Gamma: 0.0001",0,5,0,29,85.29411765,10,40,,,
"Nu: 0.0004, Gamma: 0.0002",4,1,28,1,14.70588235,10,40,,,
"Nu: 0.0004, Gamma: 0.0003",4,1,28,1,14.70588235,10,40,,,
"Nu: 0.0004, Gamma: 0.0004",4,1,28,1,14.70588235,10,40,,,
"Nu: 0.0004, Gamma: 0.005",4,1,28,1,14.70588235,10,40,,,
"Nu: 0.0004, Gamma: 0.05",5,0,27,2,20.58823529,10,40,,,
"Nu: 0.0004, Gamma: 0.0625",5,0,27,2,20.58823529,10,40,,,
"Nu: 0.0004, Gamma: 0.1",5,0,26,3,23.52941176,10,40,,,
"Nu: 0.0004, Gamma: 0.2",5,0,25,4,26.47058824,10,40,,,
"Nu: 0.0004, Gamma: 0.5",4,1,18,11,44.11764706,10,40,,,
"Nu: 0.0004, Gamma: 0.7",4,1,16,13,50,10,40,,,
"Nu: 0.0004, Gamma: 0.9",4,1,15,14,52.94117647,10,40,,,
"Nu: 0.0004, Gamma: 0.99",4,1,14,15,55.88235294,10,40,,,
"Nu: 0.005, Gamma: 0.0001",5,0,28,1,17.64705882,10,40,,,
"Nu: 0.005, Gamma: 0.0002",5,0,28,1,17.64705882,10,40,,,
"Nu: 0.005, Gamma: 0.0003",5,0,28,1,17.64705882,10,40,,,
"Nu: 0.005, Gamma: 0.0004",5,0,28,1,17.64705882,10,40,,,
"Nu: 0.005, Gamma: 0.005",5,0,29,0,14.70588235,10,40,,,
"Nu: 0.005, Gamma: 0.05",5,0,27,2,20.58823529,10,40,,,
"Nu: 0.005, Gamma: 0.0625",5,0,26,3,23.52941176,10,40,,,
"Nu: 0.005, Gamma: 0.1",5,0,26,3,23.52941176,10,40,,,
"Nu: 0.005, Gamma: 0.2",5,0,26,3,23.52941176,10,40,,,
"Nu: 0.005, Gamma: 0.5",4,1,18,11,44.11764706,10,40,,,
"Nu: 0.005, Gamma: 0.7",4,1,17,12,47.05882353,10,40,,,
"Nu: 0.005, Gamma: 0.9",4,1,14,15,55.88235294,10,40,,,
"Nu: 0.005, Gamma: 0.99",4,1,14,15,55.88235294,10,40,,,
"Nu: 0.05, Gamma: 0.0001",5,0,28,1,17.64705882,10,40,,,
"Nu: 0.05, Gamma: 0.0002",5,0,28,1,17.64705882,10,40,,,
"Nu: 0.05, Gamma: 0.0003",5,0,28,1,17.64705882,10,40,,,
"Nu: 0.05, Gamma: 0.0004",5,0,27,2,20.58823529,10,40,,,
"Nu: 0.05, Gamma: 0.005",5,0,28,1,17.64705882,10,40,,,
"Nu: 0.05, Gamma: 0.05",5,0,25,4,26.47058824,10,40,,,
"Nu: 0.05, Gamma: 0.0625",5,0,25,4,26.47058824,10,40,,,
"Nu: 0.05, Gamma: 0.1",5,0,26,3,23.52941176,10,40,,,
"Nu: 0.05, Gamma: 0.2",5,0,24,5,29.41176471,10,40,,,
"Nu: 0.05, Gamma: 0.5",4,1,17,12,47.05882353,10,40,,,
"Nu: 0.05, Gamma: 0.7",4,1,16,13,50,10,40,,,
"Nu: 0.05, Gamma: 0.9",4,1,15,14,52.94117647,10,40,,,
"Nu: 0.05, Gamma: 0.99",4,1,14,15,55.88235294,10,40,,,
"Nu: 0.0625, Gamma: 0.0001",5,0,27,2,20.58823529,10,40,,,
"Nu: 0.0625, Gamma: 0.0002",5,0,26,3,23.52941176,10,40,,,
"Nu: 0.0625, Gamma: 0.0003",5,0,26,3,23.52941176,10,40,,,
"Nu: 0.0625, Gamma: 0.0004",5,0,27,2,20.58823529,10,40,,,
"Nu: 0.0625, Gamma: 0.005",5,0,27,2,20.58823529,10,40,,,
"Nu: 0.0625, Gamma: 0.05",5,0,25,4,26.47058824,10,40,,,
"Nu: 0.0625, Gamma: 0.0625",5,0,26,3,23.52941176,10,40,,,
"Nu: 0.0625, Gamma: 0.1",5,0,26,3,23.52941176,10,40,,,
"Nu: 0.0625, Gamma: 0.2",5,0,23,6,32.35294118,10,40,,,
"Nu: 0.0625, Gamma: 0.5",4,1,17,12,47.05882353,10,40,,,
"Nu: 0.0625, Gamma: 0.7",4,1,15,14,52.94117647,10,40,,,
"Nu: 0.0625, Gamma: 0.9",4,1,14,15,55.88235294,10,40,,,
"Nu: 0.0625, Gamma: 0.99",4,1,15,14,52.94117647,10,40,,,
"Nu: 0.1, Gamma: 0.0001",5,0,27,2,20.58823529,10,40,,,
"Nu: 0.1, Gamma: 0.0002",5,0,27,2,20.58823529,10,40,,,
"Nu: 0.1, Gamma: 0.0003",5,0,27,2,20.58823529,10,40,,,
"Nu: 0.1, Gamma: 0.0004",5,0,27,2,20.58823529,10,40,,,
"Nu: 0.1, Gamma: 0.005",5,0,26,3,23.52941176,10,40,,,
"Nu: 0.1, Gamma: 0.05",5,0,25,4,26.47058824,10,40,,,
"Nu: 0.1, Gamma: 0.0625",5,0,25,4,26.47058824,10,40,,,
"Nu: 0.1, Gamma: 0.1",5,0,26,3,23.52941176,10,40,,,
"Nu: 0.1, Gamma: 0.2",5,0,24,5,29.41176471,10,40,,,
"Nu: 0.1, Gamma: 0.5",3,2,18,11,41.17647059,10,40,,,
"Nu: 0.1, Gamma: 0.7",3,2,15,14,50,10,40,,,
"Nu: 0.1, Gamma: 0.9",3,2,15,14,50,10,40,,,
"Nu: 0.1, Gamma: 0.99",3,2,15,14,50,10,40,,,
"Nu: 0.2, Gamma: 0.0001",5,0,25,4,26.47058824,10,40,,,
"Nu: 0.2, Gamma: 0.0002",5,0,25,4,26.47058824,10,40,,,
"Nu: 0.2, Gamma: 0.0003",5,0,25,4,26.47058824,10,40,,,
"Nu: 0.2, Gamma: 0.0004",5,0,25,4,26.47058824,10,40,,,
"Nu: 0.2, Gamma: 0.005",5,0,25,4,26.47058824,10,40,,,
"Nu: 0.2, Gamma: 0.05",5,0,24,5,29.41176471,10,40,,,
"Nu: 0.2, Gamma: 0.0625",5,0,24,5,29.41176471,10,40,,,
"Nu: 0.2, Gamma: 0.1",5,0,24,5,29.41176471,10,40,,,
"Nu: 0.2, Gamma: 0.2",4,1,22,7,32.35294118,10,40,,,
"Nu: 0.2, Gamma: 0.5",3,2,17,12,44.11764706,10,40,,,
"Nu: 0.2, Gamma: 0.7",3,2,14,15,52.94117647,10,40,,,
"Nu: 0.2, Gamma: 0.9",3,2,14,15,52.94117647,10,40,,,
"Nu: 0.2, Gamma: 0.99",3,2,14,15,52.94117647,10,40,,,
"Nu: 0.5, Gamma: 0.0001",4,1,24,5,26.47058824,10,40,,,
"Nu: 0.5, Gamma: 0.0002",4,1,24,5,26.47058824,10,40,,,
"Nu: 0.5, Gamma: 0.0003",4,1,24,5,26.47058824,10,40,,,
"Nu: 0.5, Gamma: 0.0004",4,1,24,5,26.47058824,10,40,,,
"Nu: 0.5, Gamma: 0.005",4,1,24,5,26.47058824,10,40,,,
"Nu: 0.5, Gamma: 0.05",4,1,22,7,32.35294118,10,40,,,
"Nu: 0.5, Gamma: 0.0625",3,2,22,7,29.41176471,10,40,,,
"Nu: 0.5, Gamma: 0.1",2,3,22,7,26.47058824,10,40,,,
"Nu: 0.5, Gamma: 0.2",2,3,20,9,32.35294118,10,40,,,
"Nu: 0.5, Gamma: 0.5",3,2,14,15,52.94117647,10,40,,,
"Nu: 0.5, Gamma: 0.7",3,2,1,28,91.17647059,10,40,,,
"Nu: 0.5, Gamma: 0.9",3,2,1,28,91.17647059,10,40,,,
"Nu: 0.5, Gamma: 0.99",3,2,0,29,94.11764706,10,40,,,
"Nu: 0.7, Gamma: 0.0001",2,3,22,7,26.47058824,10,40,,,
"Nu: 0.7, Gamma: 0.0002",2,3,22,7,26.47058824,10,40,,,
"Nu: 0.7, Gamma: 0.0003",2,3,22,7,26.47058824,10,40,,,
"Nu: 0.7, Gamma: 0.0004",2,3,22,7,26.47058824,10,40,,,
"Nu: 0.7, Gamma: 0.005",2,3,22,7,26.47058824,10,40,,,
"Nu: 0.7, Gamma: 0.05",2,3,22,7,26.47058824,10,40,,,
"Nu: 0.7, Gamma: 0.0625",2,3,22,7,26.47058824,10,40,,,
"Nu: 0.7, Gamma: 0.1",2,3,21,8,29.41176471,10,40,,,
"Nu: 0.7, Gamma: 0.2",2,3,17,12,41.17647059,10,40,,,
"Nu: 0.7, Gamma: 0.5",3,2,0,29,94.11764706,10,40,,,
"Nu: 0.7, Gamma: 0.7",3,2,0,29,94.11764706,10,40,,,
"Nu: 0.7, Gamma: 0.9",3,2,0,29,94.11764706,10,40,,,
"Nu: 0.7, Gamma: 0.99",3,2,0,29,94.11764706,10,40,,,
"Nu: 0.9, Gamma: 0.0001",0,5,22,7,20.58823529,10,40,,,
"Nu: 0.9, Gamma: 0.0002",0,5,22,7,20.58823529,10,40,,,
"Nu: 0.9, Gamma: 0.0003",0,5,22,7,20.58823529,10,40,,,
"Nu: 0.9, Gamma: 0.0004",0,5,22,7,20.58823529,10,40,,,
"Nu: 0.9, Gamma: 0.005",0,5,22,7,20.58823529,10,40,,,
"Nu: 0.9, Gamma: 0.05",0,5,22,7,20.58823529,10,40,,,
"Nu: 0.9, Gamma: 0.0625",0,5,21,8,23.52941176,10,40,,,
"Nu: 0.9, Gamma: 0.1",0,5,20,9,26.47058824,10,40,,,
"Nu: 0.9, Gamma: 0.2",1,4,16,13,41.17647059,10,40,,,
"Nu: 0.9, Gamma: 0.5",2,3,0,29,91.17647059,10,40,,,
"Nu: 0.9, Gamma: 0.7",2,3,0,29,91.17647059,10,40,,,
"Nu: 0.9, Gamma: 0.9",2,3,0,29,91.17647059,10,40,,,
"Nu: 0.9, Gamma: 0.99",2,3,0,29,91.17647059,10,40,,,
"Nu: 0.99, Gamma: 0.0001",0,5,9,20,58.82352941,10,40,,,
"Nu: 0.99, Gamma: 0.0002",0,5,9,20,58.82352941,10,40,,,
"Nu: 0.99, Gamma: 0.0003",0,5,9,20,58.82352941,10,40,,,
"Nu: 0.99, Gamma: 0.0004",0,5,9,20,58.82352941,10,40,,,
"Nu: 0.99, Gamma: 0.005",0,5,11,18,52.94117647,10,40,,,
"Nu: 0.99, Gamma: 0.05",0,5,15,14,41.17647059,10,40,,,
"Nu: 0.99, Gamma: 0.0625",0,5,15,14,41.17647059,10,40,,,
"Nu: 0.99, Gamma: 0.1",0,5,16,13,38.23529412,10,40,,,
"Nu: 0.99, Gamma: 0.2",0,5,14,15,44.11764706,10,40,,,
"Nu: 0.99, Gamma: 0.5",0,5,0,29,85.29411765,10,40,,,
"Nu: 0.99, Gamma: 0.7",0,5,0,29,85.29411765,10,40,,,
"Nu: 0.99, Gamma: 0.9",0,5,0,29,85.29411765,10,40,,,
"Nu: 0.99, Gamma: 0.99",0,5,0,29,85.29411765,10,40,,,
,,,,,,,,,,
Target Class: swaptions_MRURP,TP,FP,FN,TN,ACC (%),Noise Percantages,Upsampling,,,
"Nu: 0.0001, Gamma: 0.0001",0,3,0,44,93.61702128,10,40,,,
"Nu: 0.0001, Gamma: 0.0002",0,3,0,44,93.61702128,10,40,,,
"Nu: 0.0001, Gamma: 0.0003",0,3,0,44,93.61702128,10,40,,,
"Nu: 0.0001, Gamma: 0.0004",0,3,0,44,93.61702128,10,40,,,
"Nu: 0.0001, Gamma: 0.005",3,0,34,10,27.65957447,10,40,,,
"Nu: 0.0001, Gamma: 0.05",3,0,30,14,36.17021277,10,40,,,
"Nu: 0.0001, Gamma: 0.0625",3,0,30,14,36.17021277,10,40,,,
"Nu: 0.0001, Gamma: 0.1",3,0,39,5,17.0212766,10,40,,,
"Nu: 0.0001, Gamma: 0.2",3,0,19,25,59.57446809,10,40,,,
"Nu: 0.0001, Gamma: 0.5",3,0,5,39,89.36170213,10,40,,,
"Nu: 0.0001, Gamma: 0.7",3,0,4,40,91.4893617,10,40,,,
"Nu: 0.0001, Gamma: 0.9",3,0,4,40,91.4893617,10,40,,,
"Nu: 0.0001, Gamma: 0.99",3,0,4,40,91.4893617,10,40,,,
"Nu: 0.0002, Gamma: 0.0001",0,3,0,44,93.61702128,10,40,,,
"Nu: 0.0002, Gamma: 0.0002",0,3,0,44,93.61702128,10,40,,,
"Nu: 0.0002, Gamma: 0.0003",0,3,0,44,93.61702128,10,40,,,
"Nu: 0.0002, Gamma: 0.0004",3,0,43,1,8.510638298,10,40,,,
"Nu: 0.0002, Gamma: 0.005",3,0,34,10,27.65957447,10,40,,,
"Nu: 0.0002, Gamma: 0.05",3,0,36,8,23.40425532,10,40,,,
"Nu: 0.0002, Gamma: 0.0625",3,0,35,9,25.53191489,10,40,,,
"Nu: 0.0002, Gamma: 0.1",3,0,26,18,44.68085106,10,40,,,
"Nu: 0.0002, Gamma: 0.2",3,0,16,28,65.95744681,10,40,,,
"Nu: 0.0002, Gamma: 0.5",3,0,5,39,89.36170213,10,40,,,
"Nu: 0.0002, Gamma: 0.7",3,0,4,40,91.4893617,10,40,,,
"Nu: 0.0002, Gamma: 0.9",3,0,4,40,91.4893617,10,40,,,
"Nu: 0.0002, Gamma: 0.99",3,0,3,41,93.61702128,10,40,,,
"Nu: 0.0003, Gamma: 0.0001",0,3,0,44,93.61702128,10,40,,,
"Nu: 0.0003, Gamma: 0.0002",0,3,0,44,93.61702128,10,40,,,
"Nu: 0.0003, Gamma: 0.0003",3,0,40,4,14.89361702,10,40,,,
"Nu: 0.0003, Gamma: 0.0004",3,0,43,1,8.510638298,10,40,,,
"Nu: 0.0003, Gamma: 0.005",3,0,39,5,17.0212766,10,40,,,
"Nu: 0.0003, Gamma: 0.05",3,0,44,0,6.382978723,10,40,,,
"Nu: 0.0003, Gamma: 0.0625",3,0,35,9,25.53191489,10,40,,,
"Nu: 0.0003, Gamma: 0.1",3,0,35,9,25.53191489,10,40,,,
"Nu: 0.0003, Gamma: 0.2",3,0,19,25,59.57446809,10,40,,,
"Nu: 0.0003, Gamma: 0.5",3,0,5,39,89.36170213,10,40,,,
"Nu: 0.0003, Gamma: 0.7",3,0,1,43,97.87234043,10,40,,,
"Nu: 0.0003, Gamma: 0.9",3,0,4,40,91.4893617,10,40,,,
"Nu: 0.0003, Gamma: 0.99",3,0,3,41,93.61702128,10,40,,,
"Nu: 0.0004, Gamma: 0.0001",0,3,0,44,93.61702128,10,40,,,
"Nu: 0.0004, Gamma: 0.0002",3,0,40,4,14.89361702,10,40,,,
"Nu: 0.0004, Gamma: 0.0003",3,0,40,4,14.89361702,10,40,,,
"Nu: 0.0004, Gamma: 0.0004",3,0,43,1,8.510638298,10,40,,,
"Nu: 0.0004, Gamma: 0.005",3,0,39,5,17.0212766,10,40,,,
"Nu: 0.0004, Gamma: 0.05",3,0,44,0,6.382978723,10,40,,,
"Nu: 0.0004, Gamma: 0.0625",3,0,35,9,25.53191489,10,40,,,
"Nu: 0.0004, Gamma: 0.1",3,0,35,9,25.53191489,10,40,,,
"Nu: 0.0004, Gamma: 0.2",3,0,16,28,65.95744681,10,40,,,
"Nu: 0.0004, Gamma: 0.5",3,0,5,39,89.36170213,10,40,,,
"Nu: 0.0004, Gamma: 0.7",3,0,1,43,97.87234043,10,40,,,
"Nu: 0.0004, Gamma: 0.9",3,0,0,44,100,10,40,,,
"Nu: 0.0004, Gamma: 0.99",3,0,0,44,100,10,40,,,
"Nu: 0.005, Gamma: 0.0001",3,0,44,0,6.382978723,10,40,,,
"Nu: 0.005, Gamma: 0.0002",3,0,44,0,6.382978723,10,40,,,
"Nu: 0.005, Gamma: 0.0003",3,0,44,0,6.382978723,10,40,,,
"Nu: 0.005, Gamma: 0.0004",3,0,44,0,6.382978723,10,40,,,
"Nu: 0.005, Gamma: 0.005",3,0,41,3,12.76595745,10,40,,,
"Nu: 0.005, Gamma: 0.05",3,0,44,0,6.382978723,10,40,,,
"Nu: 0.005, Gamma: 0.0625",3,0,44,0,6.382978723,10,40,,,
"Nu: 0.005, Gamma: 0.1",3,0,28,16,40.42553191,10,40,,,
"Nu: 0.005, Gamma: 0.2",3,0,19,25,59.57446809,10,40,,,
"Nu: 0.005, Gamma: 0.5",3,0,5,39,89.36170213,10,40,,,
"Nu: 0.005, Gamma: 0.7",3,0,1,43,97.87234043,10,40,,,
"Nu: 0.005, Gamma: 0.9",3,0,4,40,91.4893617,10,40,,,
"Nu: 0.005, Gamma: 0.99",3,0,3,41,93.61702128,10,40,,,
"Nu: 0.05, Gamma: 0.0001",3,0,40,4,14.89361702,10,40,,,
"Nu: 0.05, Gamma: 0.0002",3,0,40,4,14.89361702,10,40,,,
"Nu: 0.05, Gamma: 0.0003",3,0,43,1,8.510638298,10,40,,,
"Nu: 0.05, Gamma: 0.0004",3,0,43,1,8.510638298,10,40,,,
"Nu: 0.05, Gamma: 0.005",3,0,43,1,8.510638298,10,40,,,
"Nu: 0.05, Gamma: 0.05",3,0,41,3,12.76595745,10,40,,,
"Nu: 0.05, Gamma: 0.0625",3,0,36,8,23.40425532,10,40,,,
"Nu: 0.05, Gamma: 0.1",3,0,26,18,44.68085106,10,40,,,
"Nu: 0.05, Gamma: 0.2",3,0,15,29,68.08510638,10,40,,,
"Nu: 0.05, Gamma: 0.5",3,0,4,40,91.4893617,10,40,,,
"Nu: 0.05, Gamma: 0.7",3,0,1,43,97.87234043,10,40,,,
"Nu: 0.05, Gamma: 0.9",3,0,1,43,97.87234043,10,40,,,
"Nu: 0.05, Gamma: 0.99",3,0,0,44,100,10,40,,,
"Nu: 0.0625, Gamma: 0.0001",3,0,40,4,14.89361702,10,40,,,
"Nu: 0.0625, Gamma: 0.0002",3,0,43,1,8.510638298,10,40,,,
"Nu: 0.0625, Gamma: 0.0003",3,0,43,1,8.510638298,10,40,,,
"Nu: 0.0625, Gamma: 0.0004",3,0,43,1,8.510638298,10,40,,,
"Nu: 0.0625, Gamma: 0.005",3,0,43,1,8.510638298,10,40,,,
"Nu: 0.0625, Gamma: 0.05",3,0,38,6,19.14893617,10,40,,,
"Nu: 0.0625, Gamma: 0.0625",3,0,33,11,29.78723404,10,40,,,
"Nu: 0.0625, Gamma: 0.1",3,0,25,19,46.80851064,10,40,,,
"Nu: 0.0625, Gamma: 0.2",3,0,15,29,68.08510638,10,40,,,
"Nu: 0.0625, Gamma: 0.5",3,0,1,43,97.87234043,10,40,,,
"Nu: 0.0625, Gamma: 0.7",3,0,4,40,91.4893617,10,40,,,
"Nu: 0.0625, Gamma: 0.9",3,0,1,43,97.87234043,10,40,,,
"Nu: 0.0625, Gamma: 0.99",3,0,3,41,93.61702128,10,40,,,
"Nu: 0.1, Gamma: 0.0001",3,0,28,16,40.42553191,10,40,,,
"Nu: 0.1, Gamma: 0.0002",3,0,28,16,40.42553191,10,40,,,
"Nu: 0.1, Gamma: 0.0003",3,0,28,16,40.42553191,10,40,,,
"Nu: 0.1, Gamma: 0.0004",3,0,28,16,40.42553191,10,40,,,
"Nu: 0.1, Gamma: 0.005",3,0,28,16,40.42553191,10,40,,,
"Nu: 0.1, Gamma: 0.05",3,0,27,17,42.55319149,10,40,,,
"Nu: 0.1, Gamma: 0.0625",3,0,28,16,40.42553191,10,40,,,
"Nu: 0.1, Gamma: 0.1",3,0,24,20,48.93617021,10,40,,,
"Nu: 0.1, Gamma: 0.2",3,0,18,26,61.70212766,10,40,,,
"Nu: 0.1, Gamma: 0.5",3,0,4,40,91.4893617,10,40,,,
"Nu: 0.1, Gamma: 0.7",3,0,4,40,91.4893617,10,40,,,
"Nu: 0.1, Gamma: 0.9",3,0,4,40,91.4893617,10,40,,,
"Nu: 0.1, Gamma: 0.99",3,0,0,44,100,10,40,,,
"Nu: 0.2, Gamma: 0.0001",3,0,21,23,55.31914894,10,40,,,
"Nu: 0.2, Gamma: 0.0002",3,0,21,23,55.31914894,10,40,,,
"Nu: 0.2, Gamma: 0.0003",3,0,21,23,55.31914894,10,40,,,
"Nu: 0.2, Gamma: 0.0004",3,0,21,23,55.31914894,10,40,,,
"Nu: 0.2, Gamma: 0.005",3,0,21,23,55.31914894,10,40,,,
"Nu: 0.2, Gamma: 0.05",3,0,20,24,57.44680851,10,40,,,
"Nu: 0.2, Gamma: 0.0625",3,0,18,26,61.70212766,10,40,,,
"Nu: 0.2, Gamma: 0.1",3,0,15,29,68.08510638,10,40,,,
"Nu: 0.2, Gamma: 0.2",3,0,12,32,74.46808511,10,40,,,
"Nu: 0.2, Gamma: 0.5",3,0,1,43,97.87234043,10,40,,,
"Nu: 0.2, Gamma: 0.7",3,0,4,40,91.4893617,10,40,,,
"Nu: 0.2, Gamma: 0.9",3,0,4,40,91.4893617,10,40,,,
"Nu: 0.2, Gamma: 0.99",3,0,3,41,93.61702128,10,40,,,
"Nu: 0.5, Gamma: 0.0001",2,1,0,44,97.87234043,10,40,,,
"Nu: 0.5, Gamma: 0.0002",2,1,0,44,97.87234043,10,40,,,
"Nu: 0.5, Gamma: 0.0003",2,1,0,44,97.87234043,10,40,,,
"Nu: 0.5, Gamma: 0.0004",2,1,0,44,97.87234043,10,40,,,
"Nu: 0.5, Gamma: 0.005",1,2,0,44,95.74468085,10,40,,,
"Nu: 0.5, Gamma: 0.05",1,2,0,44,95.74468085,10,40,,,
"Nu: 0.5, Gamma: 0.0625",1,2,0,44,95.74468085,10,40,,,
"Nu: 0.5, Gamma: 0.1",1,2,0,44,95.74468085,10,40,,,
"Nu: 0.5, Gamma: 0.2",1,2,0,44,95.74468085,10,40,,,
"Nu: 0.5, Gamma: 0.5",1,2,0,44,95.74468085,10,40,,,
"Nu: 0.5, Gamma: 0.7",1,2,0,44,95.74468085,10,40,,,
"Nu: 0.5, Gamma: 0.9",2,1,0,44,97.87234043,10,40,,,
"Nu: 0.5, Gamma: 0.99",2,1,0,44,97.87234043,10,40,,,
"Nu: 0.7, Gamma: 0.0001",1,2,0,44,95.74468085,10,40,,,
"Nu: 0.7, Gamma: 0.0002",1,2,0,44,95.74468085,10,40,,,
"Nu: 0.7, Gamma: 0.0003",1,2,0,44,95.74468085,10,40,,,
"Nu: 0.7, Gamma: 0.0004",1,2,0,44,95.74468085,10,40,,,
"Nu: 0.7, Gamma: 0.005",1,2,0,44,95.74468085,10,40,,,
"Nu: 0.7, Gamma: 0.05",1,2,0,44,95.74468085,10,40,,,
"Nu: 0.7, Gamma: 0.0625",1,2,0,44,95.74468085,10,40,,,
"Nu: 0.7, Gamma: 0.1",1,2,0,44,95.74468085,10,40,,,
"Nu: 0.7, Gamma: 0.2",1,2,0,44,95.74468085,10,40,,,
"Nu: 0.7, Gamma: 0.5",1,2,0,44,95.74468085,10,40,,,
"Nu: 0.7, Gamma: 0.7",1,2,0,44,95.74468085,10,40,,,
"Nu: 0.7, Gamma: 0.9",1,2,0,44,95.74468085,10,40,,,
"Nu: 0.7, Gamma: 0.99",1,2,0,44,95.74468085,10,40,,,
"Nu: 0.9, Gamma: 0.0001",1,2,0,44,95.74468085,10,40,,,
"Nu: 0.9, Gamma: 0.0002",1,2,0,44,95.74468085,10,40,,,
"Nu: 0.9, Gamma: 0.0003",1,2,0,44,95.74468085,10,40,,,
"Nu: 0.9, Gamma: 0.0004",1,2,0,44,95.74468085,10,40,,,
"Nu: 0.9, Gamma: 0.005",1,2,0,44,95.74468085,10,40,,,
"Nu: 0.9, Gamma: 0.05",1,2,0,44,95.74468085,10,40,,,
"Nu: 0.9, Gamma: 0.0625",1,2,0,44,95.74468085,10,40,,,
"Nu: 0.9, Gamma: 0.1",1,2,0,44,95.74468085,10,40,,,
"Nu: 0.9, Gamma: 0.2",1,2,0,44,95.74468085,10,40,,,
"Nu: 0.9, Gamma: 0.5",1,2,0,44,95.74468085,10,40,,,
"Nu: 0.9, Gamma: 0.7",1,2,0,44,95.74468085,10,40,,,
"Nu: 0.9, Gamma: 0.9",1,2,0,44,95.74468085,10,40,,,
"Nu: 0.9, Gamma: 0.99",1,2,0,44,95.74468085,10,40,,,
