Features: 16,,,,,,,,
Target Class: raytrace,TP,FP,FN,TN,ACC (%),Noise Percantages,Upsampling,
"Nu: 0.99, Gamma: 0.1",0,3,0,32,91.42857142857143,0,40,
"Nu: 0.99, Gamma: 0.2",0,3,1,31,88.57142857142857,0,40,
"Nu: 0.99, Gamma: 0.5",0,3,0,32,91.42857142857143,0,40,
"Nu: 0.99, Gamma: 0.7",0,3,0,32,91.42857142857143,0,40,
"Nu: 0.99, Gamma: 0.9",0,3,0,32,91.42857142857143,0,40,
"Nu: 0.99, Gamma: 0.99",0,3,0,32,91.42857142857143,0,40,
,,,,,,,,
Features: 16,,,,,,,,
Target Class: raytrace,TP,FP,FN,TN,ACC (%),Noise Percantages,Upsampling,
"Nu: 0.0001, Gamma: 0.0001",0,4,0,25,86.20689655172413,10,40,
"Nu: 0.0001, Gamma: 0.0002",0,4,0,25,86.20689655172413,10,40,
"Nu: 0.0001, Gamma: 0.0003",0,4,0,25,86.20689655172413,10,40,
"Nu: 0.0001, Gamma: 0.0004",0,4,0,25,86.20689655172413,10,40,
"Nu: 0.0001, Gamma: 0.005",1,3,20,5,20.689655172413794,10,40,
"Nu: 0.0001, Gamma: 0.05",3,1,23,2,17.24137931034483,10,40,
"Nu: 0.0001, Gamma: 0.0625",3,1,23,2,17.24137931034483,10,40,
"Nu: 0.0001, Gamma: 0.1",3,1,23,2,17.24137931034483,10,40,
"Nu: 0.0001, Gamma: 0.2",2,2,23,2,13.793103448275861,10,40,
"Nu: 0.0001, Gamma: 0.5",2,2,22,3,17.24137931034483,10,40,
"Nu: 0.0001, Gamma: 0.7",2,2,22,3,17.24137931034483,10,40,
"Nu: 0.0001, Gamma: 0.9",2,2,22,3,17.24137931034483,10,40,
"Nu: 0.0001, Gamma: 0.99",2,2,22,3,17.24137931034483,10,40,
"Nu: 0.0002, Gamma: 0.0001",0,4,0,25,86.20689655172413,10,40,
"Nu: 0.0002, Gamma: 0.0002",0,4,0,25,86.20689655172413,10,40,
"Nu: 0.0002, Gamma: 0.0003",0,4,0,25,86.20689655172413,10,40,
"Nu: 0.0002, Gamma: 0.0004",1,3,20,5,20.689655172413794,10,40,
"Nu: 0.0002, Gamma: 0.005",3,1,23,2,17.24137931034483,10,40,
"Nu: 0.0002, Gamma: 0.05",3,1,23,2,17.24137931034483,10,40,
"Nu: 0.0002, Gamma: 0.0625",3,1,23,2,17.24137931034483,10,40,
"Nu: 0.0002, Gamma: 0.1",3,1,23,2,17.24137931034483,10,40,
"Nu: 0.0002, Gamma: 0.2",2,2,23,2,13.793103448275861,10,40,
"Nu: 0.0002, Gamma: 0.5",2,2,22,3,17.24137931034483,10,40,
"Nu: 0.0002, Gamma: 0.7",2,2,22,3,17.24137931034483,10,40,
"Nu: 0.0002, Gamma: 0.9",2,2,22,3,17.24137931034483,10,40,
"Nu: 0.0002, Gamma: 0.99",2,2,22,3,17.24137931034483,10,40,
"Nu: 0.0003, Gamma: 0.0001",0,4,0,25,86.20689655172413,10,40,
"Nu: 0.0003, Gamma: 0.0002",0,4,0,25,86.20689655172413,10,40,
"Nu: 0.0003, Gamma: 0.0003",1,3,20,5,20.689655172413794,10,40,
"Nu: 0.0003, Gamma: 0.0004",1,3,20,5,20.689655172413794,10,40,
"Nu: 0.0003, Gamma: 0.005",3,1,23,2,17.24137931034483,10,40,
"Nu: 0.0003, Gamma: 0.05",3,1,23,2,17.24137931034483,10,40,
"Nu: 0.0003, Gamma: 0.0625",3,1,23,2,17.24137931034483,10,40,
"Nu: 0.0003, Gamma: 0.1",3,1,23,2,17.24137931034483,10,40,
"Nu: 0.0003, Gamma: 0.2",2,2,23,2,13.793103448275861,10,40,
"Nu: 0.0003, Gamma: 0.5",2,2,22,3,17.24137931034483,10,40,
"Nu: 0.0003, Gamma: 0.7",2,2,22,3,17.24137931034483,10,40,
"Nu: 0.0003, Gamma: 0.9",2,2,22,3,17.24137931034483,10,40,
"Nu: 0.0003, Gamma: 0.99",2,2,22,3,17.24137931034483,10,40,
"Nu: 0.0004, Gamma: 0.0001",0,4,0,25,86.20689655172413,10,40,
"Nu: 0.0004, Gamma: 0.0002",1,3,20,5,20.689655172413794,10,40,
"Nu: 0.0004, Gamma: 0.0003",1,3,20,5,20.689655172413794,10,40,
"Nu: 0.0004, Gamma: 0.0004",1,3,20,5,20.689655172413794,10,40,
"Nu: 0.0004, Gamma: 0.005",3,1,23,2,17.24137931034483,10,40,
"Nu: 0.0004, Gamma: 0.05",3,1,23,2,17.24137931034483,10,40,
"Nu: 0.0004, Gamma: 0.0625",3,1,23,2,17.24137931034483,10,40,
"Nu: 0.0004, Gamma: 0.1",3,1,23,2,17.24137931034483,10,40,
"Nu: 0.0004, Gamma: 0.2",2,2,23,2,13.793103448275861,10,40,
"Nu: 0.0004, Gamma: 0.5",2,2,22,3,17.24137931034483,10,40,
"Nu: 0.0004, Gamma: 0.7",2,2,22,3,17.24137931034483,10,40,
"Nu: 0.0004, Gamma: 0.9",2,2,22,3,17.24137931034483,10,40,
"Nu: 0.0004, Gamma: 0.99",2,2,22,3,17.24137931034483,10,40,
"Nu: 0.005, Gamma: 0.0001",3,1,19,6,31.03448275862069,10,40,
"Nu: 0.005, Gamma: 0.0002",2,2,23,2,13.793103448275861,10,40,
"Nu: 0.005, Gamma: 0.0003",2,2,23,2,13.793103448275861,10,40,
"Nu: 0.005, Gamma: 0.0004",2,2,23,2,13.793103448275861,10,40,
"Nu: 0.005, Gamma: 0.005",3,1,23,2,17.24137931034483,10,40,
"Nu: 0.005, Gamma: 0.05",3,1,23,2,17.24137931034483,10,40,
"Nu: 0.005, Gamma: 0.0625",3,1,23,2,17.24137931034483,10,40,
"Nu: 0.005, Gamma: 0.1",3,1,23,2,17.24137931034483,10,40,
"Nu: 0.005, Gamma: 0.2",2,2,23,2,13.793103448275861,10,40,
"Nu: 0.005, Gamma: 0.5",2,2,22,3,17.24137931034483,10,40,
"Nu: 0.005, Gamma: 0.7",2,2,22,3,17.24137931034483,10,40,
"Nu: 0.005, Gamma: 0.9",2,2,22,3,17.24137931034483,10,40,
"Nu: 0.005, Gamma: 0.99",2,2,22,3,17.24137931034483,10,40,
"Nu: 0.05, Gamma: 0.0001",3,1,23,2,17.24137931034483,10,40,
"Nu: 0.05, Gamma: 0.0002",3,1,23,2,17.24137931034483,10,40,
"Nu: 0.05, Gamma: 0.0003",3,1,23,2,17.24137931034483,10,40,
"Nu: 0.05, Gamma: 0.0004",3,1,23,2,17.24137931034483,10,40,
"Nu: 0.05, Gamma: 0.005",3,1,23,2,17.24137931034483,10,40,
"Nu: 0.05, Gamma: 0.05",3,1,23,2,17.24137931034483,10,40,
"Nu: 0.05, Gamma: 0.0625",3,1,23,2,17.24137931034483,10,40,
"Nu: 0.05, Gamma: 0.1",3,1,23,2,17.24137931034483,10,40,
"Nu: 0.05, Gamma: 0.2",2,2,23,2,13.793103448275861,10,40,
"Nu: 0.05, Gamma: 0.5",2,2,22,3,17.24137931034483,10,40,
"Nu: 0.05, Gamma: 0.7",2,2,22,3,17.24137931034483,10,40,
"Nu: 0.05, Gamma: 0.9",2,2,22,3,17.24137931034483,10,40,
"Nu: 0.05, Gamma: 0.99",2,2,22,3,17.24137931034483,10,40,
"Nu: 0.0625, Gamma: 0.0001",3,1,23,2,17.24137931034483,10,40,
"Nu: 0.0625, Gamma: 0.0002",3,1,23,2,17.24137931034483,10,40,
"Nu: 0.0625, Gamma: 0.0003",3,1,23,2,17.24137931034483,10,40,
"Nu: 0.0625, Gamma: 0.0004",3,1,23,2,17.24137931034483,10,40,
"Nu: 0.0625, Gamma: 0.005",3,1,23,2,17.24137931034483,10,40,
"Nu: 0.0625, Gamma: 0.05",3,1,23,2,17.24137931034483,10,40,
"Nu: 0.0625, Gamma: 0.0625",3,1,23,2,17.24137931034483,10,40,
"Nu: 0.0625, Gamma: 0.1",3,1,23,2,17.24137931034483,10,40,
"Nu: 0.0625, Gamma: 0.2",2,2,23,2,13.793103448275861,10,40,
"Nu: 0.0625, Gamma: 0.5",2,2,22,3,17.24137931034483,10,40,
"Nu: 0.0625, Gamma: 0.7",2,2,22,3,17.24137931034483,10,40,
"Nu: 0.0625, Gamma: 0.9",2,2,22,3,17.24137931034483,10,40,
"Nu: 0.0625, Gamma: 0.99",2,2,22,3,17.24137931034483,10,40,
"Nu: 0.1, Gamma: 0.0001",3,1,23,2,17.24137931034483,10,40,
"Nu: 0.1, Gamma: 0.0002",3,1,23,2,17.24137931034483,10,40,
"Nu: 0.1, Gamma: 0.0003",3,1,23,2,17.24137931034483,10,40,
"Nu: 0.1, Gamma: 0.0004",3,1,23,2,17.24137931034483,10,40,
"Nu: 0.1, Gamma: 0.005",3,1,23,2,17.24137931034483,10,40,
"Nu: 0.1, Gamma: 0.05",3,1,23,2,17.24137931034483,10,40,
"Nu: 0.1, Gamma: 0.0625",3,1,23,2,17.24137931034483,10,40,
"Nu: 0.1, Gamma: 0.1",3,1,23,2,17.24137931034483,10,40,
"Nu: 0.1, Gamma: 0.2",2,2,23,2,13.793103448275861,10,40,
"Nu: 0.1, Gamma: 0.5",2,2,22,3,17.24137931034483,10,40,
"Nu: 0.1, Gamma: 0.7",2,2,22,3,17.24137931034483,10,40,
"Nu: 0.1, Gamma: 0.9",2,2,22,3,17.24137931034483,10,40,
"Nu: 0.1, Gamma: 0.99",2,2,22,3,17.24137931034483,10,40,
"Nu: 0.2, Gamma: 0.0001",2,2,21,4,20.689655172413794,10,40,
"Nu: 0.2, Gamma: 0.0002",2,2,21,4,20.689655172413794,10,40,
"Nu: 0.2, Gamma: 0.0003",2,2,21,4,20.689655172413794,10,40,
"Nu: 0.2, Gamma: 0.0004",2,2,21,4,20.689655172413794,10,40,
"Nu: 0.2, Gamma: 0.005",2,2,21,4,20.689655172413794,10,40,
"Nu: 0.2, Gamma: 0.05",2,2,21,4,20.689655172413794,10,40,
"Nu: 0.2, Gamma: 0.0625",2,2,21,4,20.689655172413794,10,40,
"Nu: 0.2, Gamma: 0.1",2,2,23,2,13.793103448275861,10,40,
"Nu: 0.2, Gamma: 0.2",2,2,23,2,13.793103448275861,10,40,
"Nu: 0.2, Gamma: 0.5",2,2,22,3,17.24137931034483,10,40,
"Nu: 0.2, Gamma: 0.7",2,2,22,3,17.24137931034483,10,40,
"Nu: 0.2, Gamma: 0.9",2,2,22,3,17.24137931034483,10,40,
"Nu: 0.2, Gamma: 0.99",2,2,22,3,17.24137931034483,10,40,
"Nu: 0.5, Gamma: 0.0001",0,4,12,13,44.827586206896555,10,40,
"Nu: 0.5, Gamma: 0.0002",0,4,12,13,44.827586206896555,10,40,
"Nu: 0.5, Gamma: 0.0003",0,4,12,13,44.827586206896555,10,40,
"Nu: 0.5, Gamma: 0.0004",0,4,12,13,44.827586206896555,10,40,
"Nu: 0.5, Gamma: 0.005",0,4,12,13,44.827586206896555,10,40,
"Nu: 0.5, Gamma: 0.05",0,4,11,14,48.275862068965516,10,40,
"Nu: 0.5, Gamma: 0.0625",0,4,11,14,48.275862068965516,10,40,
"Nu: 0.5, Gamma: 0.1",0,4,11,14,48.275862068965516,10,40,
"Nu: 0.5, Gamma: 0.2",0,4,11,14,48.275862068965516,10,40,
"Nu: 0.5, Gamma: 0.5",1,3,15,10,37.93103448275862,10,40,
"Nu: 0.5, Gamma: 0.7",1,3,20,5,20.689655172413794,10,40,
"Nu: 0.5, Gamma: 0.9",2,2,21,4,20.689655172413794,10,40,
"Nu: 0.5, Gamma: 0.99",2,2,20,5,24.137931034482758,10,40,
"Nu: 0.7, Gamma: 0.0001",0,4,8,17,58.620689655172406,10,40,
"Nu: 0.7, Gamma: 0.0002",0,4,8,17,58.620689655172406,10,40,
"Nu: 0.7, Gamma: 0.0003",0,4,8,17,58.620689655172406,10,40,
"Nu: 0.7, Gamma: 0.0004",0,4,8,17,58.620689655172406,10,40,
"Nu: 0.7, Gamma: 0.005",0,4,8,17,58.620689655172406,10,40,
"Nu: 0.7, Gamma: 0.05",0,4,8,17,58.620689655172406,10,40,
"Nu: 0.7, Gamma: 0.0625",0,4,8,17,58.620689655172406,10,40,
"Nu: 0.7, Gamma: 0.1",0,4,9,16,55.172413793103445,10,40,
"Nu: 0.7, Gamma: 0.2",0,4,7,18,62.06896551724138,10,40,
"Nu: 0.7, Gamma: 0.5",0,4,6,19,65.51724137931035,10,40,
"Nu: 0.7, Gamma: 0.7",0,4,4,21,72.41379310344827,10,40,
"Nu: 0.7, Gamma: 0.9",0,4,3,22,75.86206896551724,10,40,
"Nu: 0.7, Gamma: 0.99",0,4,3,22,75.86206896551724,10,40,
"Nu: 0.9, Gamma: 0.0001",0,4,3,22,75.86206896551724,10,40,
"Nu: 0.9, Gamma: 0.0002",0,4,2,23,79.3103448275862,10,40,
"Nu: 0.9, Gamma: 0.0003",0,4,2,23,79.3103448275862,10,40,
"Nu: 0.9, Gamma: 0.0004",0,4,2,23,79.3103448275862,10,40,
"Nu: 0.9, Gamma: 0.005",0,4,2,23,79.3103448275862,10,40,
"Nu: 0.9, Gamma: 0.05",0,4,3,22,75.86206896551724,10,40,
"Nu: 0.9, Gamma: 0.0625",0,4,3,22,75.86206896551724,10,40,
"Nu: 0.9, Gamma: 0.1",0,4,4,21,72.41379310344827,10,40,
"Nu: 0.9, Gamma: 0.2",0,4,3,22,75.86206896551724,10,40,
"Nu: 0.9, Gamma: 0.5",0,4,0,25,86.20689655172413,10,40,
"Nu: 0.9, Gamma: 0.7",0,4,0,25,86.20689655172413,10,40,
"Nu: 0.9, Gamma: 0.9",0,4,0,25,86.20689655172413,10,40,
"Nu: 0.9, Gamma: 0.99",0,4,0,25,86.20689655172413,10,40,
"Nu: 0.99, Gamma: 0.0001",0,4,0,25,86.20689655172413,10,40,
"Nu: 0.99, Gamma: 0.0002",0,4,1,24,82.75862068965517,10,40,
"Nu: 0.99, Gamma: 0.0003",0,4,0,25,86.20689655172413,10,40,
"Nu: 0.99, Gamma: 0.0004",0,4,0,25,86.20689655172413,10,40,
"Nu: 0.99, Gamma: 0.005",0,4,0,25,86.20689655172413,10,40,
"Nu: 0.99, Gamma: 0.05",0,4,0,25,86.20689655172413,10,40,
"Nu: 0.99, Gamma: 0.0625",0,4,0,25,86.20689655172413,10,40,
"Nu: 0.99, Gamma: 0.1",0,4,0,25,86.20689655172413,10,40,
"Nu: 0.99, Gamma: 0.2",0,4,2,23,79.3103448275862,10,40,
"Nu: 0.99, Gamma: 0.5",0,4,0,25,86.20689655172413,10,40,
"Nu: 0.99, Gamma: 0.7",0,4,0,25,86.20689655172413,10,40,
"Nu: 0.99, Gamma: 0.9",0,4,0,25,86.20689655172413,10,40,
"Nu: 0.99, Gamma: 0.99",0,4,0,25,86.20689655172413,10,40,
,,,,,,,,
Target Class: raytrace_IndirectBP,TP,FP,FN,TN,ACC (%),Noise Percantages,Upsampling,
"Nu: 0.0001, Gamma: 0.0001",0,3,0,32,91.42857142857143,10,40,
"Nu: 0.0001, Gamma: 0.0002",0,3,0,32,91.42857142857143,10,40,
"Nu: 0.0001, Gamma: 0.0003",0,3,0,32,91.42857142857143,10,40,
"Nu: 0.0001, Gamma: 0.0004",0,3,0,32,91.42857142857143,10,40,
"Nu: 0.0001, Gamma: 0.005",2,1,15,17,54.285714285714285,10,40,
"Nu: 0.0001, Gamma: 0.05",3,0,32,0,8.571428571428571,10,40,
"Nu: 0.0001, Gamma: 0.0625",3,0,32,0,8.571428571428571,10,40,
"Nu: 0.0001, Gamma: 0.1",3,0,32,0,8.571428571428571,10,40,
"Nu: 0.0001, Gamma: 0.2",3,0,31,1,11.428571428571429,10,40,
"Nu: 0.0001, Gamma: 0.5",3,0,31,1,11.428571428571429,10,40,
"Nu: 0.0001, Gamma: 0.7",2,1,30,2,11.428571428571429,10,40,
"Nu: 0.0001, Gamma: 0.9",2,1,31,1,8.571428571428571,10,40,
"Nu: 0.0001, Gamma: 0.99",2,1,24,8,28.57142857142857,10,40,
"Nu: 0.0002, Gamma: 0.0001",0,3,0,32,91.42857142857143,10,40,
"Nu: 0.0002, Gamma: 0.0002",0,3,0,32,91.42857142857143,10,40,
"Nu: 0.0002, Gamma: 0.0003",0,3,0,32,91.42857142857143,10,40,
"Nu: 0.0002, Gamma: 0.0004",0,3,0,32,91.42857142857143,10,40,
"Nu: 0.0002, Gamma: 0.005",3,0,32,0,8.571428571428571,10,40,
"Nu: 0.0002, Gamma: 0.05",3,0,32,0,8.571428571428571,10,40,
"Nu: 0.0002, Gamma: 0.0625",3,0,32,0,8.571428571428571,10,40,
"Nu: 0.0002, Gamma: 0.1",3,0,32,0,8.571428571428571,10,40,
"Nu: 0.0002, Gamma: 0.2",3,0,31,1,11.428571428571429,10,40,
"Nu: 0.0002, Gamma: 0.5",3,0,31,1,11.428571428571429,10,40,
"Nu: 0.0002, Gamma: 0.7",2,1,31,1,8.571428571428571,10,40,
"Nu: 0.0002, Gamma: 0.9",2,1,31,1,8.571428571428571,10,40,
"Nu: 0.0002, Gamma: 0.99",2,1,29,3,14.285714285714285,10,40,
"Nu: 0.0003, Gamma: 0.0001",0,3,0,32,91.42857142857143,10,40,
"Nu: 0.0003, Gamma: 0.0002",0,3,0,32,91.42857142857143,10,40,
"Nu: 0.0003, Gamma: 0.0003",2,1,15,17,54.285714285714285,10,40,
"Nu: 0.0003, Gamma: 0.0004",2,1,15,17,54.285714285714285,10,40,
"Nu: 0.0003, Gamma: 0.005",3,0,32,0,8.571428571428571,10,40,
"Nu: 0.0003, Gamma: 0.05",3,0,32,0,8.571428571428571,10,40,
"Nu: 0.0003, Gamma: 0.0625",3,0,32,0,8.571428571428571,10,40,
"Nu: 0.0003, Gamma: 0.1",3,0,32,0,8.571428571428571,10,40,
"Nu: 0.0003, Gamma: 0.2",3,0,32,0,8.571428571428571,10,40,
"Nu: 0.0003, Gamma: 0.5",3,0,31,1,11.428571428571429,10,40,
"Nu: 0.0003, Gamma: 0.7",2,1,31,1,8.571428571428571,10,40,
"Nu: 0.0003, Gamma: 0.9",2,1,31,1,8.571428571428571,10,40,
"Nu: 0.0003, Gamma: 0.99",2,1,31,1,8.571428571428571,10,40,
"Nu: 0.0004, Gamma: 0.0001",0,3,0,32,91.42857142857143,10,40,
"Nu: 0.0004, Gamma: 0.0002",0,3,0,32,91.42857142857143,10,40,
"Nu: 0.0004, Gamma: 0.0003",2,1,15,17,54.285714285714285,10,40,
"Nu: 0.0004, Gamma: 0.0004",2,1,15,17,54.285714285714285,10,40,
"Nu: 0.0004, Gamma: 0.005",3,0,32,0,8.571428571428571,10,40,
"Nu: 0.0004, Gamma: 0.05",3,0,32,0,8.571428571428571,10,40,
"Nu: 0.0004, Gamma: 0.0625",3,0,32,0,8.571428571428571,10,40,
"Nu: 0.0004, Gamma: 0.1",3,0,32,0,8.571428571428571,10,40,
"Nu: 0.0004, Gamma: 0.2",3,0,31,1,11.428571428571429,10,40,
"Nu: 0.0004, Gamma: 0.5",3,0,31,1,11.428571428571429,10,40,
"Nu: 0.0004, Gamma: 0.7",2,1,31,1,8.571428571428571,10,40,
"Nu: 0.0004, Gamma: 0.9",2,1,31,1,8.571428571428571,10,40,
"Nu: 0.0004, Gamma: 0.99",2,1,31,1,8.571428571428571,10,40,
"Nu: 0.005, Gamma: 0.0001",3,0,25,7,28.57142857142857,10,40,
"Nu: 0.005, Gamma: 0.0002",3,0,32,0,8.571428571428571,10,40,
"Nu: 0.005, Gamma: 0.0003",3,0,32,0,8.571428571428571,10,40,
"Nu: 0.005, Gamma: 0.0004",3,0,32,0,8.571428571428571,10,40,
"Nu: 0.005, Gamma: 0.005",3,0,32,0,8.571428571428571,10,40,
"Nu: 0.005, Gamma: 0.05",3,0,32,0,8.571428571428571,10,40,
"Nu: 0.005, Gamma: 0.0625",3,0,32,0,8.571428571428571,10,40,
"Nu: 0.005, Gamma: 0.1",3,0,32,0,8.571428571428571,10,40,
"Nu: 0.005, Gamma: 0.2",3,0,31,1,11.428571428571429,10,40,
"Nu: 0.005, Gamma: 0.5",3,0,31,1,11.428571428571429,10,40,
"Nu: 0.005, Gamma: 0.7",2,1,31,1,8.571428571428571,10,40,
"Nu: 0.005, Gamma: 0.9",2,1,31,1,8.571428571428571,10,40,
"Nu: 0.005, Gamma: 0.99",2,1,31,1,8.571428571428571,10,40,
"Nu: 0.05, Gamma: 0.0001",3,0,32,0,8.571428571428571,10,40,
"Nu: 0.05, Gamma: 0.0002",3,0,32,0,8.571428571428571,10,40,
"Nu: 0.05, Gamma: 0.0003",3,0,32,0,8.571428571428571,10,40,
"Nu: 0.05, Gamma: 0.0004",3,0,32,0,8.571428571428571,10,40,
"Nu: 0.05, Gamma: 0.005",3,0,32,0,8.571428571428571,10,40,
"Nu: 0.05, Gamma: 0.05",3,0,32,0,8.571428571428571,10,40,
"Nu: 0.05, Gamma: 0.0625",3,0,32,0,8.571428571428571,10,40,
"Nu: 0.05, Gamma: 0.1",3,0,32,0,8.571428571428571,10,40,
"Nu: 0.05, Gamma: 0.2",3,0,31,1,11.428571428571429,10,40,
"Nu: 0.05, Gamma: 0.5",3,0,31,1,11.428571428571429,10,40,
"Nu: 0.05, Gamma: 0.7",2,1,31,1,8.571428571428571,10,40,
"Nu: 0.05, Gamma: 0.9",2,1,31,1,8.571428571428571,10,40,
"Nu: 0.05, Gamma: 0.99",2,1,31,1,8.571428571428571,10,40,
"Nu: 0.0625, Gamma: 0.0001",3,0,31,1,11.428571428571429,10,40,
"Nu: 0.0625, Gamma: 0.0002",3,0,32,0,8.571428571428571,10,40,
"Nu: 0.0625, Gamma: 0.0003",3,0,32,0,8.571428571428571,10,40,
"Nu: 0.0625, Gamma: 0.0004",3,0,32,0,8.571428571428571,10,40,
"Nu: 0.0625, Gamma: 0.005",3,0,32,0,8.571428571428571,10,40,
"Nu: 0.0625, Gamma: 0.05",3,0,32,0,8.571428571428571,10,40,
"Nu: 0.0625, Gamma: 0.0625",3,0,32,0,8.571428571428571,10,40,
"Nu: 0.0625, Gamma: 0.1",3,0,32,0,8.571428571428571,10,40,
"Nu: 0.0625, Gamma: 0.2",3,0,31,1,11.428571428571429,10,40,
"Nu: 0.0625, Gamma: 0.5",3,0,31,1,11.428571428571429,10,40,
"Nu: 0.0625, Gamma: 0.7",2,1,31,1,8.571428571428571,10,40,
"Nu: 0.0625, Gamma: 0.9",2,1,31,1,8.571428571428571,10,40,
"Nu: 0.0625, Gamma: 0.99",2,1,31,1,8.571428571428571,10,40,
"Nu: 0.1, Gamma: 0.0001",3,0,32,0,8.571428571428571,10,40,
"Nu: 0.1, Gamma: 0.0002",3,0,32,0,8.571428571428571,10,40,
"Nu: 0.1, Gamma: 0.0003",3,0,32,0,8.571428571428571,10,40,
"Nu: 0.1, Gamma: 0.0004",3,0,32,0,8.571428571428571,10,40,
"Nu: 0.1, Gamma: 0.005",3,0,32,0,8.571428571428571,10,40,
"Nu: 0.1, Gamma: 0.05",3,0,32,0,8.571428571428571,10,40,
"Nu: 0.1, Gamma: 0.0625",3,0,32,0,8.571428571428571,10,40,
"Nu: 0.1, Gamma: 0.1",3,0,32,0,8.571428571428571,10,40,
"Nu: 0.1, Gamma: 0.2",3,0,31,1,11.428571428571429,10,40,
"Nu: 0.1, Gamma: 0.5",3,0,31,1,11.428571428571429,10,40,
"Nu: 0.1, Gamma: 0.7",2,1,31,1,8.571428571428571,10,40,
"Nu: 0.1, Gamma: 0.9",2,1,31,1,8.571428571428571,10,40,
"Nu: 0.1, Gamma: 0.99",2,1,31,1,8.571428571428571,10,40,
"Nu: 0.2, Gamma: 0.0001",3,0,24,8,31.428571428571427,10,40,
"Nu: 0.2, Gamma: 0.0002",3,0,23,9,34.285714285714285,10,40,
"Nu: 0.2, Gamma: 0.0003",3,0,23,9,34.285714285714285,10,40,
"Nu: 0.2, Gamma: 0.0004",3,0,23,9,34.285714285714285,10,40,
"Nu: 0.2, Gamma: 0.005",3,0,23,9,34.285714285714285,10,40,
"Nu: 0.2, Gamma: 0.05",3,0,23,9,34.285714285714285,10,40,
"Nu: 0.2, Gamma: 0.0625",3,0,23,9,34.285714285714285,10,40,
"Nu: 0.2, Gamma: 0.1",3,0,22,10,37.142857142857146,10,40,
"Nu: 0.2, Gamma: 0.2",3,0,31,1,11.428571428571429,10,40,
"Nu: 0.2, Gamma: 0.5",3,0,31,1,11.428571428571429,10,40,
"Nu: 0.2, Gamma: 0.7",2,1,30,2,11.428571428571429,10,40,
"Nu: 0.2, Gamma: 0.9",2,1,30,2,11.428571428571429,10,40,
"Nu: 0.2, Gamma: 0.99",2,1,30,2,11.428571428571429,10,40,
"Nu: 0.5, Gamma: 0.0001",2,1,11,21,65.71428571428571,10,40,
"Nu: 0.5, Gamma: 0.0002",2,1,11,21,65.71428571428571,10,40,
"Nu: 0.5, Gamma: 0.0003",2,1,11,21,65.71428571428571,10,40,
"Nu: 0.5, Gamma: 0.0004",2,1,11,21,65.71428571428571,10,40,
"Nu: 0.5, Gamma: 0.005",2,1,11,21,65.71428571428571,10,40,
"Nu: 0.5, Gamma: 0.05",2,1,11,21,65.71428571428571,10,40,
"Nu: 0.5, Gamma: 0.0625",2,1,12,20,62.857142857142854,10,40,
"Nu: 0.5, Gamma: 0.1",2,1,13,19,60.0,10,40,
"Nu: 0.5, Gamma: 0.2",2,1,16,16,51.42857142857142,10,40,
"Nu: 0.5, Gamma: 0.5",1,2,16,16,48.57142857142857,10,40,
"Nu: 0.5, Gamma: 0.7",1,2,16,16,48.57142857142857,10,40,
"Nu: 0.5, Gamma: 0.9",1,2,14,18,54.285714285714285,10,40,
"Nu: 0.5, Gamma: 0.99",1,2,14,18,54.285714285714285,10,40,
"Nu: 0.7, Gamma: 0.0001",2,1,7,25,77.14285714285715,10,40,
"Nu: 0.7, Gamma: 0.0002",2,1,7,25,77.14285714285715,10,40,
"Nu: 0.7, Gamma: 0.0003",2,1,7,25,77.14285714285715,10,40,
"Nu: 0.7, Gamma: 0.0004",2,1,7,25,77.14285714285715,10,40,
"Nu: 0.7, Gamma: 0.005",2,1,7,25,77.14285714285715,10,40,
"Nu: 0.7, Gamma: 0.05",2,1,7,25,77.14285714285715,10,40,
"Nu: 0.7, Gamma: 0.0625",2,1,7,25,77.14285714285715,10,40,
"Nu: 0.7, Gamma: 0.1",2,1,7,25,77.14285714285715,10,40,
"Nu: 0.7, Gamma: 0.2",2,1,9,23,71.42857142857143,10,40,
"Nu: 0.7, Gamma: 0.5",0,3,8,24,68.57142857142857,10,40,
"Nu: 0.7, Gamma: 0.7",0,3,9,23,65.71428571428571,10,40,
"Nu: 0.7, Gamma: 0.9",0,3,9,23,65.71428571428571,10,40,
"Nu: 0.7, Gamma: 0.99",0,3,9,23,65.71428571428571,10,40,
"Nu: 0.9, Gamma: 0.0001",1,2,4,28,82.85714285714286,10,40,
"Nu: 0.9, Gamma: 0.0002",1,2,4,28,82.85714285714286,10,40,
"Nu: 0.9, Gamma: 0.0003",1,2,4,28,82.85714285714286,10,40,
"Nu: 0.9, Gamma: 0.0004",1,2,4,28,82.85714285714286,10,40,
"Nu: 0.9, Gamma: 0.005",1,2,4,28,82.85714285714286,10,40,
"Nu: 0.9, Gamma: 0.05",1,2,4,28,82.85714285714286,10,40,
"Nu: 0.9, Gamma: 0.0625",1,2,4,28,82.85714285714286,10,40,
"Nu: 0.9, Gamma: 0.1",1,2,4,28,82.85714285714286,10,40,
"Nu: 0.9, Gamma: 0.2",2,1,6,26,80.0,10,40,
"Nu: 0.9, Gamma: 0.5",0,3,4,28,80.0,10,40,
"Nu: 0.9, Gamma: 0.7",0,3,7,25,71.42857142857143,10,40,
"Nu: 0.9, Gamma: 0.9",0,3,7,25,71.42857142857143,10,40,
"Nu: 0.9, Gamma: 0.99",0,3,6,26,74.28571428571429,10,40,
