Features: 16,,,,,,,,
Target Class: ferret,TP,FP,FN,TN,ACC (%),Noise Percantages,Upsampling,
"Nu: 0.99, Gamma: 0.0625",0,13,0,36,73.46938775510205,0,40,
"Nu: 0.99, Gamma: 0.1",0,13,0,36,73.46938775510205,0,40,
"Nu: 0.99, Gamma: 0.2",0,13,0,36,73.46938775510205,0,40,
"Nu: 0.99, Gamma: 0.5",0,13,0,36,73.46938775510205,0,40,
"Nu: 0.99, Gamma: 0.7",0,13,0,36,73.46938775510205,0,40,
"Nu: 0.99, Gamma: 0.9",0,13,0,36,73.46938775510205,0,40,
"Nu: 0.99, Gamma: 0.99",0,13,0,36,73.46938775510205,0,40,
,,,,,,,,
Features: 16,,,,,,,,
Target Class: ferret,TP,FP,FN,TN,ACC (%),Noise Percantages,Upsampling,
"Nu: 0.0001, Gamma: 0.0001",0,4,0,122,96.82539682539682,10,40,
"Nu: 0.0001, Gamma: 0.0002",0,4,0,122,96.82539682539682,10,40,
"Nu: 0.0001, Gamma: 0.0003",0,4,0,122,96.82539682539682,10,40,
"Nu: 0.0001, Gamma: 0.0004",0,4,0,122,96.82539682539682,10,40,
"Nu: 0.0001, Gamma: 0.005",3,1,90,32,27.77777777777778,10,40,
"Nu: 0.0001, Gamma: 0.05",3,1,90,32,27.77777777777778,10,40,
"Nu: 0.0001, Gamma: 0.0625",3,1,90,32,27.77777777777778,10,40,
"Nu: 0.0001, Gamma: 0.1",3,1,90,32,27.77777777777778,10,40,
"Nu: 0.0001, Gamma: 0.2",3,1,77,45,38.095238095238095,10,40,
"Nu: 0.0001, Gamma: 0.5",4,0,77,45,38.88888888888889,10,40,
"Nu: 0.0001, Gamma: 0.7",4,0,68,54,46.03174603174603,10,40,
"Nu: 0.0001, Gamma: 0.9",3,1,65,57,47.61904761904761,10,40,
"Nu: 0.0001, Gamma: 0.99",3,1,62,60,50.0,10,40,
"Nu: 0.0002, Gamma: 0.0001",0,4,0,122,96.82539682539682,10,40,
"Nu: 0.0002, Gamma: 0.0002",0,4,0,122,96.82539682539682,10,40,
"Nu: 0.0002, Gamma: 0.0003",0,4,0,122,96.82539682539682,10,40,
"Nu: 0.0002, Gamma: 0.0004",0,4,0,122,96.82539682539682,10,40,
"Nu: 0.0002, Gamma: 0.005",3,1,90,32,27.77777777777778,10,40,
"Nu: 0.0002, Gamma: 0.05",3,1,90,32,27.77777777777778,10,40,
"Nu: 0.0002, Gamma: 0.0625",3,1,90,32,27.77777777777778,10,40,
"Nu: 0.0002, Gamma: 0.1",3,1,90,32,27.77777777777778,10,40,
"Nu: 0.0002, Gamma: 0.2",4,0,86,36,31.746031746031743,10,40,
"Nu: 0.0002, Gamma: 0.5",4,0,85,37,32.53968253968254,10,40,
"Nu: 0.0002, Gamma: 0.7",4,0,69,53,45.23809523809524,10,40,
"Nu: 0.0002, Gamma: 0.9",3,1,65,57,47.61904761904761,10,40,
"Nu: 0.0002, Gamma: 0.99",3,1,63,59,49.2063492063492,10,40,
"Nu: 0.0003, Gamma: 0.0001",0,4,0,122,96.82539682539682,10,40,
"Nu: 0.0003, Gamma: 0.0002",0,4,0,122,96.82539682539682,10,40,
"Nu: 0.0003, Gamma: 0.0003",0,4,0,122,96.82539682539682,10,40,
"Nu: 0.0003, Gamma: 0.0004",0,4,0,122,96.82539682539682,10,40,
"Nu: 0.0003, Gamma: 0.005",3,1,90,32,27.77777777777778,10,40,
"Nu: 0.0003, Gamma: 0.05",3,1,90,32,27.77777777777778,10,40,
"Nu: 0.0003, Gamma: 0.0625",3,1,90,32,27.77777777777778,10,40,
"Nu: 0.0003, Gamma: 0.1",3,1,90,32,27.77777777777778,10,40,
"Nu: 0.0003, Gamma: 0.2",4,0,86,36,31.746031746031743,10,40,
"Nu: 0.0003, Gamma: 0.5",4,0,85,37,32.53968253968254,10,40,
"Nu: 0.0003, Gamma: 0.7",4,0,70,52,44.44444444444444,10,40,
"Nu: 0.0003, Gamma: 0.9",3,1,65,57,47.61904761904761,10,40,
"Nu: 0.0003, Gamma: 0.99",3,1,63,59,49.2063492063492,10,40,
"Nu: 0.0004, Gamma: 0.0001",0,4,0,122,96.82539682539682,10,40,
"Nu: 0.0004, Gamma: 0.0002",0,4,0,122,96.82539682539682,10,40,
"Nu: 0.0004, Gamma: 0.0003",0,4,0,122,96.82539682539682,10,40,
"Nu: 0.0004, Gamma: 0.0004",1,3,73,49,39.682539682539684,10,40,
"Nu: 0.0004, Gamma: 0.005",3,1,90,32,27.77777777777778,10,40,
"Nu: 0.0004, Gamma: 0.05",3,1,90,32,27.77777777777778,10,40,
"Nu: 0.0004, Gamma: 0.0625",3,1,90,32,27.77777777777778,10,40,
"Nu: 0.0004, Gamma: 0.1",3,1,90,32,27.77777777777778,10,40,
"Nu: 0.0004, Gamma: 0.2",4,0,86,36,31.746031746031743,10,40,
"Nu: 0.0004, Gamma: 0.5",4,0,81,41,35.714285714285715,10,40,
"Nu: 0.0004, Gamma: 0.7",4,0,70,52,44.44444444444444,10,40,
"Nu: 0.0004, Gamma: 0.9",3,1,65,57,47.61904761904761,10,40,
"Nu: 0.0004, Gamma: 0.99",3,1,63,59,49.2063492063492,10,40,
"Nu: 0.005, Gamma: 0.0001",3,1,58,64,53.17460317460318,10,40,
"Nu: 0.005, Gamma: 0.0002",3,1,90,32,27.77777777777778,10,40,
"Nu: 0.005, Gamma: 0.0003",3,1,90,32,27.77777777777778,10,40,
"Nu: 0.005, Gamma: 0.0004",3,1,90,32,27.77777777777778,10,40,
"Nu: 0.005, Gamma: 0.005",3,1,90,32,27.77777777777778,10,40,
"Nu: 0.005, Gamma: 0.05",3,1,90,32,27.77777777777778,10,40,
"Nu: 0.005, Gamma: 0.0625",3,1,90,32,27.77777777777778,10,40,
"Nu: 0.005, Gamma: 0.1",3,1,88,34,29.365079365079367,10,40,
"Nu: 0.005, Gamma: 0.2",4,0,86,36,31.746031746031743,10,40,
"Nu: 0.005, Gamma: 0.5",4,0,82,40,34.92063492063492,10,40,
"Nu: 0.005, Gamma: 0.7",4,0,70,52,44.44444444444444,10,40,
"Nu: 0.005, Gamma: 0.9",3,1,65,57,47.61904761904761,10,40,
"Nu: 0.005, Gamma: 0.99",3,1,63,59,49.2063492063492,10,40,
"Nu: 0.05, Gamma: 0.0001",3,1,90,32,27.77777777777778,10,40,
"Nu: 0.05, Gamma: 0.0002",3,1,90,32,27.77777777777778,10,40,
"Nu: 0.05, Gamma: 0.0003",3,1,90,32,27.77777777777778,10,40,
"Nu: 0.05, Gamma: 0.0004",3,1,90,32,27.77777777777778,10,40,
"Nu: 0.05, Gamma: 0.005",3,1,90,32,27.77777777777778,10,40,
"Nu: 0.05, Gamma: 0.05",3,1,88,34,29.365079365079367,10,40,
"Nu: 0.05, Gamma: 0.0625",3,1,88,34,29.365079365079367,10,40,
"Nu: 0.05, Gamma: 0.1",3,1,88,34,29.365079365079367,10,40,
"Nu: 0.05, Gamma: 0.2",3,1,77,45,38.095238095238095,10,40,
"Nu: 0.05, Gamma: 0.5",4,0,83,39,34.12698412698413,10,40,
"Nu: 0.05, Gamma: 0.7",4,0,67,55,46.82539682539682,10,40,
"Nu: 0.05, Gamma: 0.9",3,1,64,58,48.41269841269841,10,40,
"Nu: 0.05, Gamma: 0.99",3,1,61,61,50.79365079365079,10,40,
"Nu: 0.0625, Gamma: 0.0001",3,1,87,35,30.158730158730158,10,40,
"Nu: 0.0625, Gamma: 0.0002",3,1,87,35,30.158730158730158,10,40,
"Nu: 0.0625, Gamma: 0.0003",3,1,87,35,30.158730158730158,10,40,
"Nu: 0.0625, Gamma: 0.0004",3,1,87,35,30.158730158730158,10,40,
"Nu: 0.0625, Gamma: 0.005",3,1,87,35,30.158730158730158,10,40,
"Nu: 0.0625, Gamma: 0.05",3,1,87,35,30.158730158730158,10,40,
"Nu: 0.0625, Gamma: 0.0625",3,1,87,35,30.158730158730158,10,40,
"Nu: 0.0625, Gamma: 0.1",3,1,88,34,29.365079365079367,10,40,
"Nu: 0.0625, Gamma: 0.2",3,1,77,45,38.095238095238095,10,40,
"Nu: 0.0625, Gamma: 0.5",4,0,79,43,37.301587301587304,10,40,
"Nu: 0.0625, Gamma: 0.7",4,0,67,55,46.82539682539682,10,40,
"Nu: 0.0625, Gamma: 0.9",3,1,64,58,48.41269841269841,10,40,
"Nu: 0.0625, Gamma: 0.99",3,1,61,61,50.79365079365079,10,40,
"Nu: 0.1, Gamma: 0.0001",3,1,81,41,34.92063492063492,10,40,
"Nu: 0.1, Gamma: 0.0002",3,1,81,41,34.92063492063492,10,40,
"Nu: 0.1, Gamma: 0.0003",3,1,81,41,34.92063492063492,10,40,
"Nu: 0.1, Gamma: 0.0004",3,1,81,41,34.92063492063492,10,40,
"Nu: 0.1, Gamma: 0.005",3,1,81,41,34.92063492063492,10,40,
"Nu: 0.1, Gamma: 0.05",3,1,84,38,32.53968253968254,10,40,
"Nu: 0.1, Gamma: 0.0625",3,1,87,35,30.158730158730158,10,40,
"Nu: 0.1, Gamma: 0.1",3,1,87,35,30.158730158730158,10,40,
"Nu: 0.1, Gamma: 0.2",3,1,76,46,38.88888888888889,10,40,
"Nu: 0.1, Gamma: 0.5",4,0,76,46,39.682539682539684,10,40,
"Nu: 0.1, Gamma: 0.7",4,0,67,55,46.82539682539682,10,40,
"Nu: 0.1, Gamma: 0.9",3,1,63,59,49.2063492063492,10,40,
"Nu: 0.1, Gamma: 0.99",3,1,54,68,56.34920634920635,10,40,
"Nu: 0.2, Gamma: 0.0001",2,2,70,52,42.857142857142854,10,40,
"Nu: 0.2, Gamma: 0.0002",2,2,70,52,42.857142857142854,10,40,
"Nu: 0.2, Gamma: 0.0003",2,2,70,52,42.857142857142854,10,40,
"Nu: 0.2, Gamma: 0.0004",2,2,70,52,42.857142857142854,10,40,
"Nu: 0.2, Gamma: 0.005",2,2,70,52,42.857142857142854,10,40,
"Nu: 0.2, Gamma: 0.05",2,2,74,48,39.682539682539684,10,40,
"Nu: 0.2, Gamma: 0.0625",2,2,74,48,39.682539682539684,10,40,
"Nu: 0.2, Gamma: 0.1",2,2,75,47,38.88888888888889,10,40,
"Nu: 0.2, Gamma: 0.2",2,2,73,49,40.476190476190474,10,40,
"Nu: 0.2, Gamma: 0.5",3,1,68,54,45.23809523809524,10,40,
"Nu: 0.2, Gamma: 0.7",3,1,64,58,48.41269841269841,10,40,
"Nu: 0.2, Gamma: 0.9",2,2,56,66,53.96825396825397,10,40,
"Nu: 0.2, Gamma: 0.99",2,2,48,74,60.317460317460316,10,40,
"Nu: 0.5, Gamma: 0.0001",1,3,38,84,67.46031746031747,10,40,
"Nu: 0.5, Gamma: 0.0002",1,3,38,84,67.46031746031747,10,40,
"Nu: 0.5, Gamma: 0.0003",1,3,38,84,67.46031746031747,10,40,
"Nu: 0.5, Gamma: 0.0004",1,3,38,84,67.46031746031747,10,40,
"Nu: 0.5, Gamma: 0.005",1,3,38,84,67.46031746031747,10,40,
"Nu: 0.5, Gamma: 0.05",1,3,37,85,68.25396825396825,10,40,
"Nu: 0.5, Gamma: 0.0625",1,3,38,84,67.46031746031747,10,40,
"Nu: 0.5, Gamma: 0.1",1,3,38,84,67.46031746031747,10,40,
"Nu: 0.5, Gamma: 0.2",1,3,36,86,69.04761904761905,10,40,
"Nu: 0.5, Gamma: 0.5",1,3,44,78,62.698412698412696,10,40,
"Nu: 0.5, Gamma: 0.7",1,3,44,78,62.698412698412696,10,40,
"Nu: 0.5, Gamma: 0.9",1,3,40,82,65.87301587301587,10,40,
"Nu: 0.5, Gamma: 0.99",1,3,37,85,68.25396825396825,10,40,
"Nu: 0.7, Gamma: 0.0001",1,3,27,95,76.19047619047619,10,40,
"Nu: 0.7, Gamma: 0.0002",1,3,27,95,76.19047619047619,10,40,
"Nu: 0.7, Gamma: 0.0003",1,3,27,95,76.19047619047619,10,40,
"Nu: 0.7, Gamma: 0.0004",1,3,27,95,76.19047619047619,10,40,
"Nu: 0.7, Gamma: 0.005",1,3,27,95,76.19047619047619,10,40,
"Nu: 0.7, Gamma: 0.05",1,3,27,95,76.19047619047619,10,40,
"Nu: 0.7, Gamma: 0.0625",1,3,27,95,76.19047619047619,10,40,
"Nu: 0.7, Gamma: 0.1",1,3,27,95,76.19047619047619,10,40,
"Nu: 0.7, Gamma: 0.2",1,3,23,99,79.36507936507937,10,40,
"Nu: 0.7, Gamma: 0.5",1,3,23,99,79.36507936507937,10,40,
"Nu: 0.7, Gamma: 0.7",1,3,27,95,76.19047619047619,10,40,
"Nu: 0.7, Gamma: 0.9",0,4,28,94,74.60317460317461,10,40,
"Nu: 0.7, Gamma: 0.99",0,4,28,94,74.60317460317461,10,40,
"Nu: 0.9, Gamma: 0.0001",1,3,17,105,84.12698412698413,10,40,
"Nu: 0.9, Gamma: 0.0002",1,3,17,105,84.12698412698413,10,40,
"Nu: 0.9, Gamma: 0.0003",1,3,17,105,84.12698412698413,10,40,
"Nu: 0.9, Gamma: 0.0004",1,3,17,105,84.12698412698413,10,40,
"Nu: 0.9, Gamma: 0.005",1,3,17,105,84.12698412698413,10,40,
"Nu: 0.9, Gamma: 0.05",1,3,17,105,84.12698412698413,10,40,
"Nu: 0.9, Gamma: 0.0625",1,3,17,105,84.12698412698413,10,40,
"Nu: 0.9, Gamma: 0.1",1,3,18,104,83.33333333333334,10,40,
"Nu: 0.9, Gamma: 0.2",1,3,18,104,83.33333333333334,10,40,
"Nu: 0.9, Gamma: 0.5",0,4,11,111,88.09523809523809,10,40,
"Nu: 0.9, Gamma: 0.7",0,4,0,122,96.82539682539682,10,40,
"Nu: 0.9, Gamma: 0.9",0,4,0,122,96.82539682539682,10,40,
"Nu: 0.9, Gamma: 0.99",0,4,0,122,96.82539682539682,10,40,
"Nu: 0.99, Gamma: 0.0001",0,4,3,119,94.44444444444444,10,40,
"Nu: 0.99, Gamma: 0.0002",0,4,3,119,94.44444444444444,10,40,
"Nu: 0.99, Gamma: 0.0003",0,4,3,119,94.44444444444444,10,40,
"Nu: 0.99, Gamma: 0.0004",0,4,3,119,94.44444444444444,10,40,
"Nu: 0.99, Gamma: 0.005",0,4,3,119,94.44444444444444,10,40,
"Nu: 0.99, Gamma: 0.05",0,4,3,119,94.44444444444444,10,40,
"Nu: 0.99, Gamma: 0.0625",0,4,3,119,94.44444444444444,10,40,
"Nu: 0.99, Gamma: 0.1",0,4,2,120,95.23809523809523,10,40,
"Nu: 0.99, Gamma: 0.2",0,4,0,122,96.82539682539682,10,40,
"Nu: 0.99, Gamma: 0.5",0,4,0,122,96.82539682539682,10,40,
"Nu: 0.99, Gamma: 0.7",0,4,0,122,96.82539682539682,10,40,
"Nu: 0.99, Gamma: 0.9",0,4,0,122,96.82539682539682,10,40,
"Nu: 0.99, Gamma: 0.99",0,4,0,122,96.82539682539682,10,40,
,,,,,,,,
Target Class: ferret_pipeline,TP,FP,FN,TN,ACC (%),Noise Percantages,Upsampling,
"Nu: 0.0001, Gamma: 0.0001",0,13,0,36,73.46938775510205,10,40,
"Nu: 0.0001, Gamma: 0.0002",8,5,32,4,24.489795918367346,10,40,
"Nu: 0.0001, Gamma: 0.0003",8,5,32,4,24.489795918367346,10,40,
"Nu: 0.0001, Gamma: 0.0004",8,5,32,4,24.489795918367346,10,40,
"Nu: 0.0001, Gamma: 0.005",13,0,36,0,26.53061224489796,10,40,
"Nu: 0.0001, Gamma: 0.05",13,0,36,0,26.53061224489796,10,40,
"Nu: 0.0001, Gamma: 0.0625",13,0,36,0,26.53061224489796,10,40,
"Nu: 0.0001, Gamma: 0.1",13,0,35,1,28.57142857142857,10,40,
"Nu: 0.0001, Gamma: 0.2",13,0,32,4,34.69387755102041,10,40,
"Nu: 0.0001, Gamma: 0.5",13,0,22,14,55.10204081632652,10,40,
"Nu: 0.0001, Gamma: 0.7",13,0,18,18,63.26530612244898,10,40,
"Nu: 0.0001, Gamma: 0.9",13,0,13,23,73.46938775510205,10,40,
"Nu: 0.0001, Gamma: 0.99",13,0,13,23,73.46938775510205,10,40,
"Nu: 0.0002, Gamma: 0.0001",8,5,32,4,24.489795918367346,10,40,
"Nu: 0.0002, Gamma: 0.0002",8,5,32,4,24.489795918367346,10,40,
"Nu: 0.0002, Gamma: 0.0003",8,5,32,4,24.489795918367346,10,40,
"Nu: 0.0002, Gamma: 0.0004",8,5,32,4,24.489795918367346,10,40,
"Nu: 0.0002, Gamma: 0.005",13,0,36,0,26.53061224489796,10,40,
"Nu: 0.0002, Gamma: 0.05",13,0,36,0,26.53061224489796,10,40,
"Nu: 0.0002, Gamma: 0.0625",13,0,36,0,26.53061224489796,10,40,
"Nu: 0.0002, Gamma: 0.1",13,0,35,1,28.57142857142857,10,40,
"Nu: 0.0002, Gamma: 0.2",13,0,31,5,36.734693877551024,10,40,
"Nu: 0.0002, Gamma: 0.5",13,0,22,14,55.10204081632652,10,40,
"Nu: 0.0002, Gamma: 0.7",13,0,18,18,63.26530612244898,10,40,
"Nu: 0.0002, Gamma: 0.9",13,0,13,23,73.46938775510205,10,40,
"Nu: 0.0002, Gamma: 0.99",13,0,13,23,73.46938775510205,10,40,
"Nu: 0.0003, Gamma: 0.0001",13,0,36,0,26.53061224489796,10,40,
"Nu: 0.0003, Gamma: 0.0002",8,5,32,4,24.489795918367346,10,40,
"Nu: 0.0003, Gamma: 0.0003",8,5,32,4,24.489795918367346,10,40,
"Nu: 0.0003, Gamma: 0.0004",8,5,32,4,24.489795918367346,10,40,
"Nu: 0.0003, Gamma: 0.005",13,0,36,0,26.53061224489796,10,40,
"Nu: 0.0003, Gamma: 0.05",13,0,36,0,26.53061224489796,10,40,
"Nu: 0.0003, Gamma: 0.0625",13,0,36,0,26.53061224489796,10,40,
"Nu: 0.0003, Gamma: 0.1",13,0,35,1,28.57142857142857,10,40,
"Nu: 0.0003, Gamma: 0.2",13,0,31,5,36.734693877551024,10,40,
"Nu: 0.0003, Gamma: 0.5",13,0,20,16,59.183673469387756,10,40,
"Nu: 0.0003, Gamma: 0.7",13,0,18,18,63.26530612244898,10,40,
"Nu: 0.0003, Gamma: 0.9",13,0,13,23,73.46938775510205,10,40,
"Nu: 0.0003, Gamma: 0.99",13,0,13,23,73.46938775510205,10,40,
"Nu: 0.0004, Gamma: 0.0001",13,0,36,0,26.53061224489796,10,40,
"Nu: 0.0004, Gamma: 0.0002",13,0,36,0,26.53061224489796,10,40,
"Nu: 0.0004, Gamma: 0.0003",13,0,36,0,26.53061224489796,10,40,
"Nu: 0.0004, Gamma: 0.0004",8,5,31,5,26.53061224489796,10,40,
"Nu: 0.0004, Gamma: 0.005",13,0,36,0,26.53061224489796,10,40,
"Nu: 0.0004, Gamma: 0.05",13,0,36,0,26.53061224489796,10,40,
"Nu: 0.0004, Gamma: 0.0625",13,0,36,0,26.53061224489796,10,40,
"Nu: 0.0004, Gamma: 0.1",13,0,35,1,28.57142857142857,10,40,
"Nu: 0.0004, Gamma: 0.2",13,0,31,5,36.734693877551024,10,40,
"Nu: 0.0004, Gamma: 0.5",13,0,21,15,57.14285714285714,10,40,
"Nu: 0.0004, Gamma: 0.7",13,0,18,18,63.26530612244898,10,40,
"Nu: 0.0004, Gamma: 0.9",13,0,13,23,73.46938775510205,10,40,
"Nu: 0.0004, Gamma: 0.99",13,0,13,23,73.46938775510205,10,40,
"Nu: 0.005, Gamma: 0.0001",13,0,36,0,26.53061224489796,10,40,
"Nu: 0.005, Gamma: 0.0002",13,0,36,0,26.53061224489796,10,40,
"Nu: 0.005, Gamma: 0.0003",13,0,36,0,26.53061224489796,10,40,
"Nu: 0.005, Gamma: 0.0004",13,0,36,0,26.53061224489796,10,40,
"Nu: 0.005, Gamma: 0.005",13,0,36,0,26.53061224489796,10,40,
"Nu: 0.005, Gamma: 0.05",13,0,36,0,26.53061224489796,10,40,
"Nu: 0.005, Gamma: 0.0625",13,0,36,0,26.53061224489796,10,40,
"Nu: 0.005, Gamma: 0.1",13,0,35,1,28.57142857142857,10,40,
"Nu: 0.005, Gamma: 0.2",13,0,29,7,40.816326530612244,10,40,
"Nu: 0.005, Gamma: 0.5",13,0,20,16,59.183673469387756,10,40,
"Nu: 0.005, Gamma: 0.7",13,0,16,20,67.3469387755102,10,40,
"Nu: 0.005, Gamma: 0.9",13,0,13,23,73.46938775510205,10,40,
"Nu: 0.005, Gamma: 0.99",13,0,13,23,73.46938775510205,10,40,
"Nu: 0.05, Gamma: 0.0001",13,0,32,4,34.69387755102041,10,40,
"Nu: 0.05, Gamma: 0.0002",13,0,32,4,34.69387755102041,10,40,
"Nu: 0.05, Gamma: 0.0003",13,0,32,4,34.69387755102041,10,40,
"Nu: 0.05, Gamma: 0.0004",13,0,32,4,34.69387755102041,10,40,
"Nu: 0.05, Gamma: 0.005",13,0,32,4,34.69387755102041,10,40,
"Nu: 0.05, Gamma: 0.05",13,0,30,6,38.775510204081634,10,40,
"Nu: 0.05, Gamma: 0.0625",13,0,29,7,40.816326530612244,10,40,
"Nu: 0.05, Gamma: 0.1",13,0,27,9,44.89795918367347,10,40,
"Nu: 0.05, Gamma: 0.2",13,0,22,14,55.10204081632652,10,40,
"Nu: 0.05, Gamma: 0.5",13,0,16,20,67.3469387755102,10,40,
"Nu: 0.05, Gamma: 0.7",13,0,12,24,75.51020408163265,10,40,
"Nu: 0.05, Gamma: 0.9",13,0,11,25,77.55102040816327,10,40,
"Nu: 0.05, Gamma: 0.99",13,0,10,26,79.59183673469387,10,40,
"Nu: 0.0625, Gamma: 0.0001",13,0,31,5,36.734693877551024,10,40,
"Nu: 0.0625, Gamma: 0.0002",13,0,31,5,36.734693877551024,10,40,
"Nu: 0.0625, Gamma: 0.0003",13,0,31,5,36.734693877551024,10,40,
"Nu: 0.0625, Gamma: 0.0004",13,0,31,5,36.734693877551024,10,40,
"Nu: 0.0625, Gamma: 0.005",13,0,31,5,36.734693877551024,10,40,
"Nu: 0.0625, Gamma: 0.05",13,0,30,6,38.775510204081634,10,40,
"Nu: 0.0625, Gamma: 0.0625",13,0,29,7,40.816326530612244,10,40,
"Nu: 0.0625, Gamma: 0.1",13,0,27,9,44.89795918367347,10,40,
"Nu: 0.0625, Gamma: 0.2",13,0,20,16,59.183673469387756,10,40,
"Nu: 0.0625, Gamma: 0.5",13,0,15,21,69.38775510204081,10,40,
"Nu: 0.0625, Gamma: 0.7",13,0,12,24,75.51020408163265,10,40,
"Nu: 0.0625, Gamma: 0.9",13,0,10,26,79.59183673469387,10,40,
"Nu: 0.0625, Gamma: 0.99",13,0,10,26,79.59183673469387,10,40,
"Nu: 0.1, Gamma: 0.0001",13,0,30,6,38.775510204081634,10,40,
"Nu: 0.1, Gamma: 0.0002",12,1,28,8,40.816326530612244,10,40,
"Nu: 0.1, Gamma: 0.0003",13,0,29,7,40.816326530612244,10,40,
"Nu: 0.1, Gamma: 0.0004",13,0,29,7,40.816326530612244,10,40,
"Nu: 0.1, Gamma: 0.005",13,0,29,7,40.816326530612244,10,40,
"Nu: 0.1, Gamma: 0.05",13,0,27,9,44.89795918367347,10,40,
"Nu: 0.1, Gamma: 0.0625",13,0,27,9,44.89795918367347,10,40,
"Nu: 0.1, Gamma: 0.1",13,0,25,11,48.97959183673469,10,40,
"Nu: 0.1, Gamma: 0.2",13,0,20,16,59.183673469387756,10,40,
"Nu: 0.1, Gamma: 0.5",13,0,11,25,77.55102040816327,10,40,
"Nu: 0.1, Gamma: 0.7",13,0,11,25,77.55102040816327,10,40,
"Nu: 0.1, Gamma: 0.9",13,0,10,26,79.59183673469387,10,40,
"Nu: 0.1, Gamma: 0.99",13,0,8,28,83.6734693877551,10,40,
"Nu: 0.2, Gamma: 0.0001",10,3,27,9,38.775510204081634,10,40,
"Nu: 0.2, Gamma: 0.0002",11,2,27,9,40.816326530612244,10,40,
"Nu: 0.2, Gamma: 0.0003",11,2,27,9,40.816326530612244,10,40,
"Nu: 0.2, Gamma: 0.0004",10,3,27,9,38.775510204081634,10,40,
"Nu: 0.2, Gamma: 0.005",10,3,27,9,38.775510204081634,10,40,
"Nu: 0.2, Gamma: 0.05",11,2,25,11,44.89795918367347,10,40,
"Nu: 0.2, Gamma: 0.0625",11,2,25,11,44.89795918367347,10,40,
"Nu: 0.2, Gamma: 0.1",11,2,23,13,48.97959183673469,10,40,
"Nu: 0.2, Gamma: 0.2",12,1,18,18,61.224489795918366,10,40,
"Nu: 0.2, Gamma: 0.5",12,1,11,25,75.51020408163265,10,40,
"Nu: 0.2, Gamma: 0.7",13,0,8,28,83.6734693877551,10,40,
"Nu: 0.2, Gamma: 0.9",13,0,6,30,87.75510204081633,10,40,
"Nu: 0.2, Gamma: 0.99",13,0,6,30,87.75510204081633,10,40,
"Nu: 0.5, Gamma: 0.0001",10,3,17,19,59.183673469387756,10,40,
"Nu: 0.5, Gamma: 0.0002",10,3,17,19,59.183673469387756,10,40,
"Nu: 0.5, Gamma: 0.0003",10,3,17,19,59.183673469387756,10,40,
"Nu: 0.5, Gamma: 0.0004",10,3,17,19,59.183673469387756,10,40,
"Nu: 0.5, Gamma: 0.005",10,3,16,20,61.224489795918366,10,40,
"Nu: 0.5, Gamma: 0.05",10,3,15,21,63.26530612244898,10,40,
"Nu: 0.5, Gamma: 0.0625",10,3,15,21,63.26530612244898,10,40,
"Nu: 0.5, Gamma: 0.1",10,3,11,25,71.42857142857143,10,40,
"Nu: 0.5, Gamma: 0.2",10,3,10,26,73.46938775510205,10,40,
"Nu: 0.5, Gamma: 0.5",9,4,6,30,79.59183673469387,10,40,
"Nu: 0.5, Gamma: 0.7",11,2,3,33,89.79591836734694,10,40,
"Nu: 0.5, Gamma: 0.9",9,4,0,36,91.83673469387756,10,40,
"Nu: 0.5, Gamma: 0.99",9,4,0,36,91.83673469387756,10,40,
"Nu: 0.7, Gamma: 0.0001",7,6,10,26,67.3469387755102,10,40,
"Nu: 0.7, Gamma: 0.0002",7,6,10,26,67.3469387755102,10,40,
"Nu: 0.7, Gamma: 0.0003",7,6,10,26,67.3469387755102,10,40,
"Nu: 0.7, Gamma: 0.0004",7,6,10,26,67.3469387755102,10,40,
"Nu: 0.7, Gamma: 0.005",7,6,10,26,67.3469387755102,10,40,
"Nu: 0.7, Gamma: 0.05",7,6,8,28,71.42857142857143,10,40,
"Nu: 0.7, Gamma: 0.0625",7,6,8,28,71.42857142857143,10,40,
"Nu: 0.7, Gamma: 0.1",7,6,7,29,73.46938775510205,10,40,
"Nu: 0.7, Gamma: 0.2",6,7,7,29,71.42857142857143,10,40,
"Nu: 0.7, Gamma: 0.5",4,9,2,34,77.55102040816327,10,40,
"Nu: 0.7, Gamma: 0.7",4,9,0,36,81.63265306122449,10,40,
"Nu: 0.7, Gamma: 0.9",3,10,0,36,79.59183673469387,10,40,
"Nu: 0.7, Gamma: 0.99",3,10,0,36,79.59183673469387,10,40,
"Nu: 0.9, Gamma: 0.0001",4,9,0,36,81.63265306122449,10,40,
"Nu: 0.9, Gamma: 0.0002",4,9,0,36,81.63265306122449,10,40,
"Nu: 0.9, Gamma: 0.0003",4,9,0,36,81.63265306122449,10,40,
"Nu: 0.9, Gamma: 0.0004",4,9,0,36,81.63265306122449,10,40,
"Nu: 0.9, Gamma: 0.005",4,9,0,36,81.63265306122449,10,40,
"Nu: 0.9, Gamma: 0.05",3,10,0,36,79.59183673469387,10,40,
"Nu: 0.9, Gamma: 0.0625",3,10,0,36,79.59183673469387,10,40,
"Nu: 0.9, Gamma: 0.1",2,11,0,36,77.55102040816327,10,40,
"Nu: 0.9, Gamma: 0.2",2,11,0,36,77.55102040816327,10,40,
"Nu: 0.9, Gamma: 0.5",0,13,0,36,73.46938775510205,10,40,
"Nu: 0.9, Gamma: 0.7",0,13,0,36,73.46938775510205,10,40,
"Nu: 0.9, Gamma: 0.9",0,13,0,36,73.46938775510205,10,40,
