Features: 16,,,,,,,,
Target Class: vips,TP,FP,FN,TN,ACC (%),Noise Percantages,Upsampling,
"Nu: 0.99, Gamma: 0.0625",0,12,0,119,90.83969465648855,0,40,
"Nu: 0.99, Gamma: 0.1",0,12,1,118,90.07633587786259,0,40,
"Nu: 0.99, Gamma: 0.2",1,11,1,118,90.83969465648855,0,40,
"Nu: 0.99, Gamma: 0.5",3,9,3,116,90.83969465648855,0,40,
"Nu: 0.99, Gamma: 0.7",1,11,1,118,90.83969465648855,0,40,
"Nu: 0.99, Gamma: 0.9",0,12,0,119,90.83969465648855,0,40,
"Nu: 0.99, Gamma: 0.99",0,12,0,119,90.83969465648855,0,40,
,,,,,,,,
Features: 16,,,,,,,,
Target Class: vips,TP,FP,FN,TN,ACC (%),Noise Percantages,Upsampling,
"Nu: 0.0001, Gamma: 0.0001",0,12,0,114,90.47619047619048,10,40,
"Nu: 0.0001, Gamma: 0.0002",11,1,90,24,27.77777777777778,10,40,
"Nu: 0.0001, Gamma: 0.0003",11,1,90,24,27.77777777777778,10,40,
"Nu: 0.0001, Gamma: 0.0004",11,1,90,24,27.77777777777778,10,40,
"Nu: 0.0001, Gamma: 0.005",12,0,114,0,9.523809523809524,10,40,
"Nu: 0.0001, Gamma: 0.05",11,1,114,0,8.73015873015873,10,40,
"Nu: 0.0001, Gamma: 0.0625",12,0,114,0,9.523809523809524,10,40,
"Nu: 0.0001, Gamma: 0.1",12,0,95,19,24.6031746031746,10,40,
"Nu: 0.0001, Gamma: 0.2",11,1,94,20,24.6031746031746,10,40,
"Nu: 0.0001, Gamma: 0.5",12,0,93,21,26.190476190476193,10,40,
"Nu: 0.0001, Gamma: 0.7",12,0,93,21,26.190476190476193,10,40,
"Nu: 0.0001, Gamma: 0.9",12,0,92,22,26.984126984126984,10,40,
"Nu: 0.0001, Gamma: 0.99",11,1,92,22,26.190476190476193,10,40,
"Nu: 0.0002, Gamma: 0.0001",11,1,90,24,27.77777777777778,10,40,
"Nu: 0.0002, Gamma: 0.0002",11,1,90,24,27.77777777777778,10,40,
"Nu: 0.0002, Gamma: 0.0003",11,1,90,24,27.77777777777778,10,40,
"Nu: 0.0002, Gamma: 0.0004",11,1,90,24,27.77777777777778,10,40,
"Nu: 0.0002, Gamma: 0.005",12,0,114,0,9.523809523809524,10,40,
"Nu: 0.0002, Gamma: 0.05",12,0,114,0,9.523809523809524,10,40,
"Nu: 0.0002, Gamma: 0.0625",12,0,114,0,9.523809523809524,10,40,
"Nu: 0.0002, Gamma: 0.1",11,1,95,19,23.809523809523807,10,40,
"Nu: 0.0002, Gamma: 0.2",12,0,94,20,25.396825396825395,10,40,
"Nu: 0.0002, Gamma: 0.5",12,0,93,21,26.190476190476193,10,40,
"Nu: 0.0002, Gamma: 0.7",12,0,93,21,26.190476190476193,10,40,
"Nu: 0.0002, Gamma: 0.9",11,1,92,22,26.190476190476193,10,40,
"Nu: 0.0002, Gamma: 0.99",12,0,92,22,26.984126984126984,10,40,
"Nu: 0.0003, Gamma: 0.0001",11,1,90,24,27.77777777777778,10,40,
"Nu: 0.0003, Gamma: 0.0002",11,1,90,24,27.77777777777778,10,40,
"Nu: 0.0003, Gamma: 0.0003",11,1,90,24,27.77777777777778,10,40,
"Nu: 0.0003, Gamma: 0.0004",11,1,90,24,27.77777777777778,10,40,
"Nu: 0.0003, Gamma: 0.005",12,0,114,0,9.523809523809524,10,40,
"Nu: 0.0003, Gamma: 0.05",12,0,114,0,9.523809523809524,10,40,
"Nu: 0.0003, Gamma: 0.0625",12,0,114,0,9.523809523809524,10,40,
"Nu: 0.0003, Gamma: 0.1",12,0,95,19,24.6031746031746,10,40,
"Nu: 0.0003, Gamma: 0.2",11,1,94,20,24.6031746031746,10,40,
"Nu: 0.0003, Gamma: 0.5",11,1,93,21,25.396825396825395,10,40,
"Nu: 0.0003, Gamma: 0.7",11,1,92,22,26.190476190476193,10,40,
"Nu: 0.0003, Gamma: 0.9",11,1,92,22,26.190476190476193,10,40,
"Nu: 0.0003, Gamma: 0.99",12,0,92,22,26.984126984126984,10,40,
"Nu: 0.0004, Gamma: 0.0001",12,0,114,0,9.523809523809524,10,40,
"Nu: 0.0004, Gamma: 0.0002",12,0,114,0,9.523809523809524,10,40,
"Nu: 0.0004, Gamma: 0.0003",11,1,90,24,27.77777777777778,10,40,
"Nu: 0.0004, Gamma: 0.0004",11,1,90,24,27.77777777777778,10,40,
"Nu: 0.0004, Gamma: 0.005",12,0,114,0,9.523809523809524,10,40,
"Nu: 0.0004, Gamma: 0.05",12,0,114,0,9.523809523809524,10,40,
"Nu: 0.0004, Gamma: 0.0625",12,0,114,0,9.523809523809524,10,40,
"Nu: 0.0004, Gamma: 0.1",12,0,95,19,24.6031746031746,10,40,
"Nu: 0.0004, Gamma: 0.2",11,1,94,20,24.6031746031746,10,40,
"Nu: 0.0004, Gamma: 0.5",12,0,93,21,26.190476190476193,10,40,
"Nu: 0.0004, Gamma: 0.7",12,0,93,21,26.190476190476193,10,40,
"Nu: 0.0004, Gamma: 0.9",12,0,92,22,26.984126984126984,10,40,
"Nu: 0.0004, Gamma: 0.99",12,0,92,22,26.984126984126984,10,40,
"Nu: 0.005, Gamma: 0.0001",11,1,114,0,8.73015873015873,10,40,
"Nu: 0.005, Gamma: 0.0002",11,1,114,0,8.73015873015873,10,40,
"Nu: 0.005, Gamma: 0.0003",11,1,114,0,8.73015873015873,10,40,
"Nu: 0.005, Gamma: 0.0004",11,1,114,0,8.73015873015873,10,40,
"Nu: 0.005, Gamma: 0.005",12,0,114,0,9.523809523809524,10,40,
"Nu: 0.005, Gamma: 0.05",12,0,114,0,9.523809523809524,10,40,
"Nu: 0.005, Gamma: 0.0625",11,1,114,0,8.73015873015873,10,40,
"Nu: 0.005, Gamma: 0.1",11,1,94,20,24.6031746031746,10,40,
"Nu: 0.005, Gamma: 0.2",12,0,94,20,25.396825396825395,10,40,
"Nu: 0.005, Gamma: 0.5",12,0,93,21,26.190476190476193,10,40,
"Nu: 0.005, Gamma: 0.7",12,0,92,22,26.984126984126984,10,40,
"Nu: 0.005, Gamma: 0.9",12,0,92,22,26.984126984126984,10,40,
"Nu: 0.005, Gamma: 0.99",11,1,92,22,26.190476190476193,10,40,
"Nu: 0.05, Gamma: 0.0001",10,2,108,6,12.698412698412698,10,40,
"Nu: 0.05, Gamma: 0.0002",10,2,108,6,12.698412698412698,10,40,
"Nu: 0.05, Gamma: 0.0003",10,2,108,6,12.698412698412698,10,40,
"Nu: 0.05, Gamma: 0.0004",10,2,108,6,12.698412698412698,10,40,
"Nu: 0.05, Gamma: 0.005",10,2,108,6,12.698412698412698,10,40,
"Nu: 0.05, Gamma: 0.05",11,1,110,4,11.904761904761903,10,40,
"Nu: 0.05, Gamma: 0.0625",11,1,110,4,11.904761904761903,10,40,
"Nu: 0.05, Gamma: 0.1",11,1,91,23,26.984126984126984,10,40,
"Nu: 0.05, Gamma: 0.2",11,1,93,21,25.396825396825395,10,40,
"Nu: 0.05, Gamma: 0.5",11,1,93,21,25.396825396825395,10,40,
"Nu: 0.05, Gamma: 0.7",12,0,92,22,26.984126984126984,10,40,
"Nu: 0.05, Gamma: 0.9",11,1,92,22,26.190476190476193,10,40,
"Nu: 0.05, Gamma: 0.99",12,0,92,22,26.984126984126984,10,40,
"Nu: 0.0625, Gamma: 0.0001",9,3,104,10,15.079365079365079,10,40,
"Nu: 0.0625, Gamma: 0.0002",9,3,104,10,15.079365079365079,10,40,
"Nu: 0.0625, Gamma: 0.0003",9,3,104,10,15.079365079365079,10,40,
"Nu: 0.0625, Gamma: 0.0004",9,3,104,10,15.079365079365079,10,40,
"Nu: 0.0625, Gamma: 0.005",9,3,104,10,15.079365079365079,10,40,
"Nu: 0.0625, Gamma: 0.05",10,2,85,29,30.952380952380953,10,40,
"Nu: 0.0625, Gamma: 0.0625",10,2,87,27,29.365079365079367,10,40,
"Nu: 0.0625, Gamma: 0.1",11,1,90,24,27.77777777777778,10,40,
"Nu: 0.0625, Gamma: 0.2",11,1,92,22,26.190476190476193,10,40,
"Nu: 0.0625, Gamma: 0.5",12,0,93,21,26.190476190476193,10,40,
"Nu: 0.0625, Gamma: 0.7",12,0,92,22,26.984126984126984,10,40,
"Nu: 0.0625, Gamma: 0.9",11,1,92,22,26.190476190476193,10,40,
"Nu: 0.0625, Gamma: 0.99",11,1,92,22,26.190476190476193,10,40,
"Nu: 0.1, Gamma: 0.0001",8,4,83,31,30.952380952380953,10,40,
"Nu: 0.1, Gamma: 0.0002",8,4,83,31,30.952380952380953,10,40,
"Nu: 0.1, Gamma: 0.0003",8,4,83,31,30.952380952380953,10,40,
"Nu: 0.1, Gamma: 0.0004",8,4,83,31,30.952380952380953,10,40,
"Nu: 0.1, Gamma: 0.005",8,4,83,31,30.952380952380953,10,40,
"Nu: 0.1, Gamma: 0.05",8,4,83,31,30.952380952380953,10,40,
"Nu: 0.1, Gamma: 0.0625",8,4,83,31,30.952380952380953,10,40,
"Nu: 0.1, Gamma: 0.1",9,3,82,32,32.53968253968254,10,40,
"Nu: 0.1, Gamma: 0.2",10,2,91,23,26.190476190476193,10,40,
"Nu: 0.1, Gamma: 0.5",10,2,91,23,26.190476190476193,10,40,
"Nu: 0.1, Gamma: 0.7",10,2,92,22,25.396825396825395,10,40,
"Nu: 0.1, Gamma: 0.9",11,1,92,22,26.190476190476193,10,40,
"Nu: 0.1, Gamma: 0.99",11,1,91,23,26.984126984126984,10,40,
"Nu: 0.2, Gamma: 0.0001",8,4,73,41,38.88888888888889,10,40,
"Nu: 0.2, Gamma: 0.0002",8,4,73,41,38.88888888888889,10,40,
"Nu: 0.2, Gamma: 0.0003",8,4,73,41,38.88888888888889,10,40,
"Nu: 0.2, Gamma: 0.0004",8,4,73,41,38.88888888888889,10,40,
"Nu: 0.2, Gamma: 0.005",8,4,73,41,38.88888888888889,10,40,
"Nu: 0.2, Gamma: 0.05",8,4,75,39,37.301587301587304,10,40,
"Nu: 0.2, Gamma: 0.0625",8,4,75,39,37.301587301587304,10,40,
"Nu: 0.2, Gamma: 0.1",8,4,75,39,37.301587301587304,10,40,
"Nu: 0.2, Gamma: 0.2",9,3,79,35,34.92063492063492,10,40,
"Nu: 0.2, Gamma: 0.5",10,2,83,31,32.53968253968254,10,40,
"Nu: 0.2, Gamma: 0.7",10,2,89,25,27.77777777777778,10,40,
"Nu: 0.2, Gamma: 0.9",10,2,88,26,28.57142857142857,10,40,
"Nu: 0.2, Gamma: 0.99",10,2,87,27,29.365079365079367,10,40,
"Nu: 0.5, Gamma: 0.0001",5,7,54,60,51.587301587301596,10,40,
"Nu: 0.5, Gamma: 0.0002",5,7,54,60,51.587301587301596,10,40,
"Nu: 0.5, Gamma: 0.0003",5,7,54,60,51.587301587301596,10,40,
"Nu: 0.5, Gamma: 0.0004",5,7,54,60,51.587301587301596,10,40,
"Nu: 0.5, Gamma: 0.005",5,7,54,60,51.587301587301596,10,40,
"Nu: 0.5, Gamma: 0.05",5,7,53,61,52.38095238095239,10,40,
"Nu: 0.5, Gamma: 0.0625",5,7,53,61,52.38095238095239,10,40,
"Nu: 0.5, Gamma: 0.1",5,7,54,60,51.587301587301596,10,40,
"Nu: 0.5, Gamma: 0.2",5,7,60,54,46.82539682539682,10,40,
"Nu: 0.5, Gamma: 0.5",4,8,63,51,43.65079365079365,10,40,
"Nu: 0.5, Gamma: 0.7",4,8,66,48,41.269841269841265,10,40,
"Nu: 0.5, Gamma: 0.9",7,5,69,45,41.269841269841265,10,40,
"Nu: 0.5, Gamma: 0.99",8,4,68,46,42.857142857142854,10,40,
"Nu: 0.7, Gamma: 0.0001",3,9,35,79,65.07936507936508,10,40,
"Nu: 0.7, Gamma: 0.0002",3,9,35,79,65.07936507936508,10,40,
"Nu: 0.7, Gamma: 0.0003",3,9,35,79,65.07936507936508,10,40,
"Nu: 0.7, Gamma: 0.0004",3,9,35,79,65.07936507936508,10,40,
"Nu: 0.7, Gamma: 0.005",3,9,34,80,65.87301587301587,10,40,
"Nu: 0.7, Gamma: 0.05",3,9,34,80,65.87301587301587,10,40,
"Nu: 0.7, Gamma: 0.0625",3,9,34,80,65.87301587301587,10,40,
"Nu: 0.7, Gamma: 0.1",3,9,32,82,67.46031746031747,10,40,
"Nu: 0.7, Gamma: 0.2",3,9,40,74,61.111111111111114,10,40,
"Nu: 0.7, Gamma: 0.5",4,8,46,68,57.14285714285714,10,40,
"Nu: 0.7, Gamma: 0.7",4,8,44,70,58.730158730158735,10,40,
"Nu: 0.7, Gamma: 0.9",4,8,47,67,56.34920634920635,10,40,
"Nu: 0.7, Gamma: 0.99",4,8,47,67,56.34920634920635,10,40,
"Nu: 0.9, Gamma: 0.0001",1,11,9,105,84.12698412698413,10,40,
"Nu: 0.9, Gamma: 0.0002",1,11,9,105,84.12698412698413,10,40,
"Nu: 0.9, Gamma: 0.0003",1,11,9,105,84.12698412698413,10,40,
"Nu: 0.9, Gamma: 0.0004",1,11,9,105,84.12698412698413,10,40,
"Nu: 0.9, Gamma: 0.005",1,11,9,105,84.12698412698413,10,40,
"Nu: 0.9, Gamma: 0.05",1,11,9,105,84.12698412698413,10,40,
"Nu: 0.9, Gamma: 0.0625",1,11,9,105,84.12698412698413,10,40,
"Nu: 0.9, Gamma: 0.1",0,12,9,105,83.33333333333334,10,40,
"Nu: 0.9, Gamma: 0.2",1,11,21,93,74.60317460317461,10,40,
"Nu: 0.9, Gamma: 0.5",3,9,32,82,67.46031746031747,10,40,
"Nu: 0.9, Gamma: 0.7",3,9,34,80,65.87301587301587,10,40,
"Nu: 0.9, Gamma: 0.9",3,9,32,82,67.46031746031747,10,40,
"Nu: 0.9, Gamma: 0.99",2,10,32,82,66.66666666666666,10,40,
"Nu: 0.99, Gamma: 0.0001",0,12,4,110,87.3015873015873,10,40,
"Nu: 0.99, Gamma: 0.0002",0,12,4,110,87.3015873015873,10,40,
"Nu: 0.99, Gamma: 0.0003",0,12,4,110,87.3015873015873,10,40,
"Nu: 0.99, Gamma: 0.0004",0,12,4,110,87.3015873015873,10,40,
"Nu: 0.99, Gamma: 0.005",0,12,4,110,87.3015873015873,10,40,
"Nu: 0.99, Gamma: 0.05",0,12,4,110,87.3015873015873,10,40,
"Nu: 0.99, Gamma: 0.0625",0,12,4,110,87.3015873015873,10,40,
"Nu: 0.99, Gamma: 0.1",0,12,3,111,88.09523809523809,10,40,
"Nu: 0.99, Gamma: 0.2",0,12,7,107,84.92063492063492,10,40,
"Nu: 0.99, Gamma: 0.5",2,10,14,100,80.95238095238095,10,40,
"Nu: 0.99, Gamma: 0.7",2,10,16,98,79.36507936507937,10,40,
"Nu: 0.99, Gamma: 0.9",2,10,14,100,80.95238095238095,10,40,
"Nu: 0.99, Gamma: 0.99",1,11,13,101,80.95238095238095,10,40,
,,,,,,,,
Target Class: vips_MRURP,TP,FP,FN,TN,ACC (%),Noise Percantages,Upsampling,
"Nu: 0.0001, Gamma: 0.0001",0,12,0,119,90.83969465648855,10,40,
"Nu: 0.0001, Gamma: 0.0002",0,12,0,119,90.83969465648855,10,40,
"Nu: 0.0001, Gamma: 0.0003",7,5,81,38,34.35114503816794,10,40,
"Nu: 0.0001, Gamma: 0.0004",7,5,81,38,34.35114503816794,10,40,
"Nu: 0.0001, Gamma: 0.005",11,1,115,4,11.450381679389313,10,40,
"Nu: 0.0001, Gamma: 0.05",11,1,115,4,11.450381679389313,10,40,
"Nu: 0.0001, Gamma: 0.0625",11,1,115,4,11.450381679389313,10,40,
"Nu: 0.0001, Gamma: 0.1",11,1,94,25,27.480916030534353,10,40,
"Nu: 0.0001, Gamma: 0.2",11,1,95,24,26.717557251908396,10,40,
"Nu: 0.0001, Gamma: 0.5",11,1,92,27,29.00763358778626,10,40,
"Nu: 0.0001, Gamma: 0.7",11,1,92,27,29.00763358778626,10,40,
"Nu: 0.0001, Gamma: 0.9",11,1,92,27,29.00763358778626,10,40,
"Nu: 0.0001, Gamma: 0.99",11,1,92,27,29.00763358778626,10,40,
"Nu: 0.0002, Gamma: 0.0001",0,12,0,119,90.83969465648855,10,40,
"Nu: 0.0002, Gamma: 0.0002",7,5,81,38,34.35114503816794,10,40,
"Nu: 0.0002, Gamma: 0.0003",11,1,115,4,11.450381679389313,10,40,
"Nu: 0.0002, Gamma: 0.0004",11,1,115,4,11.450381679389313,10,40,
"Nu: 0.0002, Gamma: 0.005",11,1,115,4,11.450381679389313,10,40,
"Nu: 0.0002, Gamma: 0.05",11,1,115,4,11.450381679389313,10,40,
"Nu: 0.0002, Gamma: 0.0625",11,1,115,4,11.450381679389313,10,40,
"Nu: 0.0002, Gamma: 0.1",11,1,96,23,25.954198473282442,10,40,
"Nu: 0.0002, Gamma: 0.2",11,1,95,24,26.717557251908396,10,40,
"Nu: 0.0002, Gamma: 0.5",11,1,93,26,28.24427480916031,10,40,
"Nu: 0.0002, Gamma: 0.7",11,1,92,27,29.00763358778626,10,40,
"Nu: 0.0002, Gamma: 0.9",11,1,92,27,29.00763358778626,10,40,
"Nu: 0.0002, Gamma: 0.99",11,1,92,27,29.00763358778626,10,40,
"Nu: 0.0003, Gamma: 0.0001",8,4,87,32,30.53435114503817,10,40,
"Nu: 0.0003, Gamma: 0.0002",11,1,115,4,11.450381679389313,10,40,
"Nu: 0.0003, Gamma: 0.0003",11,1,115,4,11.450381679389313,10,40,
"Nu: 0.0003, Gamma: 0.0004",11,1,115,4,11.450381679389313,10,40,
"Nu: 0.0003, Gamma: 0.005",11,1,115,4,11.450381679389313,10,40,
"Nu: 0.0003, Gamma: 0.05",11,1,115,4,11.450381679389313,10,40,
"Nu: 0.0003, Gamma: 0.0625",11,1,115,4,11.450381679389313,10,40,
"Nu: 0.0003, Gamma: 0.1",11,1,96,23,25.954198473282442,10,40,
"Nu: 0.0003, Gamma: 0.2",11,1,95,24,26.717557251908396,10,40,
"Nu: 0.0003, Gamma: 0.5",11,1,93,26,28.24427480916031,10,40,
"Nu: 0.0003, Gamma: 0.7",11,1,92,27,29.00763358778626,10,40,
"Nu: 0.0003, Gamma: 0.9",11,1,92,27,29.00763358778626,10,40,
"Nu: 0.0003, Gamma: 0.99",11,1,92,27,29.00763358778626,10,40,
"Nu: 0.0004, Gamma: 0.0001",6,6,83,36,32.06106870229007,10,40,
"Nu: 0.0004, Gamma: 0.0002",11,1,115,4,11.450381679389313,10,40,
"Nu: 0.0004, Gamma: 0.0003",11,1,115,4,11.450381679389313,10,40,
"Nu: 0.0004, Gamma: 0.0004",11,1,115,4,11.450381679389313,10,40,
"Nu: 0.0004, Gamma: 0.005",11,1,115,4,11.450381679389313,10,40,
"Nu: 0.0004, Gamma: 0.05",11,1,115,4,11.450381679389313,10,40,
"Nu: 0.0004, Gamma: 0.0625",11,1,115,4,11.450381679389313,10,40,
"Nu: 0.0004, Gamma: 0.1",11,1,96,23,25.954198473282442,10,40,
"Nu: 0.0004, Gamma: 0.2",11,1,95,24,26.717557251908396,10,40,
"Nu: 0.0004, Gamma: 0.5",11,1,93,26,28.24427480916031,10,40,
"Nu: 0.0004, Gamma: 0.7",11,1,92,27,29.00763358778626,10,40,
"Nu: 0.0004, Gamma: 0.9",11,1,92,27,29.00763358778626,10,40,
"Nu: 0.0004, Gamma: 0.99",11,1,92,27,29.00763358778626,10,40,
"Nu: 0.005, Gamma: 0.0001",11,1,115,4,11.450381679389313,10,40,
"Nu: 0.005, Gamma: 0.0002",11,1,115,4,11.450381679389313,10,40,
"Nu: 0.005, Gamma: 0.0003",11,1,115,4,11.450381679389313,10,40,
"Nu: 0.005, Gamma: 0.0004",11,1,115,4,11.450381679389313,10,40,
"Nu: 0.005, Gamma: 0.005",11,1,115,4,11.450381679389313,10,40,
"Nu: 0.005, Gamma: 0.05",11,1,115,4,11.450381679389313,10,40,
"Nu: 0.005, Gamma: 0.0625",11,1,103,16,20.610687022900763,10,40,
"Nu: 0.005, Gamma: 0.1",11,1,96,23,25.954198473282442,10,40,
"Nu: 0.005, Gamma: 0.2",11,1,94,25,27.480916030534353,10,40,
"Nu: 0.005, Gamma: 0.5",11,1,92,27,29.00763358778626,10,40,
"Nu: 0.005, Gamma: 0.7",11,1,92,27,29.00763358778626,10,40,
"Nu: 0.005, Gamma: 0.9",11,1,92,27,29.00763358778626,10,40,
"Nu: 0.005, Gamma: 0.99",11,1,92,27,29.00763358778626,10,40,
"Nu: 0.05, Gamma: 0.0001",10,2,92,27,28.24427480916031,10,40,
"Nu: 0.05, Gamma: 0.0002",10,2,92,27,28.24427480916031,10,40,
"Nu: 0.05, Gamma: 0.0003",10,2,92,27,28.24427480916031,10,40,
"Nu: 0.05, Gamma: 0.0004",10,2,92,27,28.24427480916031,10,40,
"Nu: 0.05, Gamma: 0.005",10,2,92,27,28.24427480916031,10,40,
"Nu: 0.05, Gamma: 0.05",10,2,92,27,28.24427480916031,10,40,
"Nu: 0.05, Gamma: 0.0625",10,2,90,29,29.770992366412212,10,40,
"Nu: 0.05, Gamma: 0.1",10,2,91,28,29.00763358778626,10,40,
"Nu: 0.05, Gamma: 0.2",11,1,92,27,29.00763358778626,10,40,
"Nu: 0.05, Gamma: 0.5",11,1,91,28,29.770992366412212,10,40,
"Nu: 0.05, Gamma: 0.7",11,1,92,27,29.00763358778626,10,40,
"Nu: 0.05, Gamma: 0.9",11,1,91,28,29.770992366412212,10,40,
"Nu: 0.05, Gamma: 0.99",11,1,91,28,29.770992366412212,10,40,
"Nu: 0.0625, Gamma: 0.0001",8,4,92,27,26.717557251908396,10,40,
"Nu: 0.0625, Gamma: 0.0002",9,3,92,27,27.480916030534353,10,40,
"Nu: 0.0625, Gamma: 0.0003",9,3,92,27,27.480916030534353,10,40,
"Nu: 0.0625, Gamma: 0.0004",9,3,92,27,27.480916030534353,10,40,
"Nu: 0.0625, Gamma: 0.005",9,3,92,27,27.480916030534353,10,40,
"Nu: 0.0625, Gamma: 0.05",10,2,90,29,29.770992366412212,10,40,
"Nu: 0.0625, Gamma: 0.0625",10,2,90,29,29.770992366412212,10,40,
"Nu: 0.0625, Gamma: 0.1",10,2,91,28,29.00763358778626,10,40,
"Nu: 0.0625, Gamma: 0.2",11,1,92,27,29.00763358778626,10,40,
"Nu: 0.0625, Gamma: 0.5",11,1,91,28,29.770992366412212,10,40,
"Nu: 0.0625, Gamma: 0.7",11,1,91,28,29.770992366412212,10,40,
"Nu: 0.0625, Gamma: 0.9",11,1,91,28,29.770992366412212,10,40,
"Nu: 0.0625, Gamma: 0.99",11,1,91,28,29.770992366412212,10,40,
"Nu: 0.1, Gamma: 0.0001",9,3,90,29,29.00763358778626,10,40,
"Nu: 0.1, Gamma: 0.0002",9,3,90,29,29.00763358778626,10,40,
"Nu: 0.1, Gamma: 0.0003",9,3,90,29,29.00763358778626,10,40,
"Nu: 0.1, Gamma: 0.0004",9,3,90,29,29.00763358778626,10,40,
"Nu: 0.1, Gamma: 0.005",9,3,90,29,29.00763358778626,10,40,
"Nu: 0.1, Gamma: 0.05",9,3,90,29,29.00763358778626,10,40,
"Nu: 0.1, Gamma: 0.0625",9,3,90,29,29.00763358778626,10,40,
"Nu: 0.1, Gamma: 0.1",9,3,89,30,29.770992366412212,10,40,
"Nu: 0.1, Gamma: 0.2",10,2,88,31,31.297709923664126,10,40,
"Nu: 0.1, Gamma: 0.5",11,1,91,28,29.770992366412212,10,40,
"Nu: 0.1, Gamma: 0.7",11,1,91,28,29.770992366412212,10,40,
"Nu: 0.1, Gamma: 0.9",11,1,90,29,30.53435114503817,10,40,
"Nu: 0.1, Gamma: 0.99",11,1,90,29,30.53435114503817,10,40,
"Nu: 0.2, Gamma: 0.0001",7,5,87,32,29.770992366412212,10,40,
"Nu: 0.2, Gamma: 0.0002",7,5,87,32,29.770992366412212,10,40,
"Nu: 0.2, Gamma: 0.0003",7,5,87,32,29.770992366412212,10,40,
"Nu: 0.2, Gamma: 0.0004",7,5,87,32,29.770992366412212,10,40,
"Nu: 0.2, Gamma: 0.005",7,5,87,32,29.770992366412212,10,40,
"Nu: 0.2, Gamma: 0.05",7,5,87,32,29.770992366412212,10,40,
"Nu: 0.2, Gamma: 0.0625",7,5,85,34,31.297709923664126,10,40,
"Nu: 0.2, Gamma: 0.1",7,5,83,36,32.82442748091603,10,40,
"Nu: 0.2, Gamma: 0.2",9,3,85,34,32.82442748091603,10,40,
"Nu: 0.2, Gamma: 0.5",10,2,83,36,35.11450381679389,10,40,
"Nu: 0.2, Gamma: 0.7",10,2,85,34,33.587786259541986,10,40,
"Nu: 0.2, Gamma: 0.9",10,2,84,35,34.35114503816794,10,40,
"Nu: 0.2, Gamma: 0.99",10,2,83,36,35.11450381679389,10,40,
"Nu: 0.5, Gamma: 0.0001",5,7,65,54,45.038167938931295,10,40,
"Nu: 0.5, Gamma: 0.0002",5,7,65,54,45.038167938931295,10,40,
"Nu: 0.5, Gamma: 0.0003",5,7,65,54,45.038167938931295,10,40,
"Nu: 0.5, Gamma: 0.0004",5,7,65,54,45.038167938931295,10,40,
"Nu: 0.5, Gamma: 0.005",5,7,65,54,45.038167938931295,10,40,
"Nu: 0.5, Gamma: 0.05",5,7,65,54,45.038167938931295,10,40,
"Nu: 0.5, Gamma: 0.0625",5,7,65,54,45.038167938931295,10,40,
"Nu: 0.5, Gamma: 0.1",5,7,65,54,45.038167938931295,10,40,
"Nu: 0.5, Gamma: 0.2",6,6,75,44,38.16793893129771,10,40,
"Nu: 0.5, Gamma: 0.5",7,5,71,48,41.98473282442748,10,40,
"Nu: 0.5, Gamma: 0.7",8,4,68,51,45.038167938931295,10,40,
"Nu: 0.5, Gamma: 0.9",8,4,68,51,45.038167938931295,10,40,
"Nu: 0.5, Gamma: 0.99",8,4,68,51,45.038167938931295,10,40,
"Nu: 0.7, Gamma: 0.0001",2,10,41,78,61.06870229007634,10,40,
"Nu: 0.7, Gamma: 0.0002",2,10,41,78,61.06870229007634,10,40,
"Nu: 0.7, Gamma: 0.0003",2,10,41,78,61.06870229007634,10,40,
"Nu: 0.7, Gamma: 0.0004",2,10,41,78,61.06870229007634,10,40,
"Nu: 0.7, Gamma: 0.005",2,10,41,78,61.06870229007634,10,40,
"Nu: 0.7, Gamma: 0.05",2,10,41,78,61.06870229007634,10,40,
"Nu: 0.7, Gamma: 0.0625",2,10,41,78,61.06870229007634,10,40,
"Nu: 0.7, Gamma: 0.1",3,9,43,76,60.30534351145038,10,40,
"Nu: 0.7, Gamma: 0.2",4,8,52,67,54.19847328244275,10,40,
"Nu: 0.7, Gamma: 0.5",4,8,57,62,50.38167938931297,10,40,
"Nu: 0.7, Gamma: 0.7",4,8,53,66,53.43511450381679,10,40,
"Nu: 0.7, Gamma: 0.9",4,8,54,65,52.67175572519084,10,40,
"Nu: 0.7, Gamma: 0.99",4,8,53,66,53.43511450381679,10,40,
"Nu: 0.9, Gamma: 0.0001",1,11,15,104,80.1526717557252,10,40,
"Nu: 0.9, Gamma: 0.0002",1,11,15,104,80.1526717557252,10,40,
"Nu: 0.9, Gamma: 0.0003",1,11,15,104,80.1526717557252,10,40,
"Nu: 0.9, Gamma: 0.0004",1,11,15,104,80.1526717557252,10,40,
"Nu: 0.9, Gamma: 0.005",1,11,15,104,80.1526717557252,10,40,
"Nu: 0.9, Gamma: 0.05",1,11,14,105,80.91603053435115,10,40,
"Nu: 0.9, Gamma: 0.0625",1,11,14,105,80.91603053435115,10,40,
"Nu: 0.9, Gamma: 0.1",1,11,11,108,83.20610687022901,10,40,
"Nu: 0.9, Gamma: 0.2",2,10,18,101,78.62595419847328,10,40,
"Nu: 0.9, Gamma: 0.5",3,9,35,84,66.41221374045801,10,40,
"Nu: 0.9, Gamma: 0.7",4,8,44,75,60.30534351145038,10,40,
